profile,name,age,iban,trx_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
buyer_1,Luis,28,ES28209530424850980830,TXN-50063688-107,2020-10-22T15:52:20,Bilbao,Expense,clothing,-497.31,-15986.56
buyer_1,Luis,28,ES28209530424850980830,TXN-8760767-108,2020-10-23T11:39:56,Bilbao,Expense,transport,-165.29,-16151.85
buyer_1,Luis,28,ES28209530424850980830,TXN-5089214-109,2020-11-01T22:03:59,Bilbao,transfer,Salary,1229.07,-14922.78
buyer_1,Luis,28,ES28209530424850980830,TXN-85578917-110,2020-11-01T22:03:59,Bilbao,transfer,Extra Income,122.91,-14799.87
buyer_1,Luis,28,ES28209530424850980830,TXN-55173405-113,2020-11-05T11:25:21,Bilbao,Basic services,electricity,-55.55,-16213.09
buyer_1,Luis,28,ES28209530424850980830,TXN-76849776-112,2020-11-05T11:36:15,Bilbao,Basic services,water,-24.62,-16157.54
buyer_1,Luis,28,ES28209530424850980830,TXN-28278698-111,2020-11-05T15:39:07,Bilbao,Housing,Rent,-1333.05,-16132.92
buyer_1,Luis,28,ES28209530424850980830,TXN-55640309-114,2020-11-05T18:01:11,Bilbao,Expense,repairs,-665.59,-16878.68
buyer_1,Luis,28,ES28209530424850980830,TXN-49592066-115,2020-11-06T13:34:42,Bilbao,Basic services,gas,-87.81,-16966.49
buyer_1,Luis,28,ES28209530424850980830,TXN-66884937-116,2020-11-07T22:36:41,Bilbao,Basic services,water,-11.07,-16977.56
buyer_1,Luis,28,ES28209530424850980830,TXN-81270252-117,2020-11-09T05:52:16,Bilbao,Expense,clothing,-108.05,-17085.61
buyer_1,Luis,28,ES28209530424850980830,TXN-12532504-118,2020-11-09T15:25:34,Bilbao,Expense,travel,-893.92,-17979.53
buyer_1,Luis,28,ES28209530424850980830,TXN-27351007-119,2020-11-27T21:19:31,Bilbao,Expense,education,-815.07,-18794.6
buyer_1,Luis,28,ES28209530424850980830,TXN-61923986-120,2020-12-01T12:47:56,Bilbao,transfer,Salary,1229.07,-17565.53
buyer_1,Luis,28,ES28209530424850980830,TXN-22491704-121,2020-12-01T12:47:56,Bilbao,transfer,Bonus,1118.07,-16447.46
buyer_1,Luis,28,ES28209530424850980830,TXN-84296022-122,2020-12-02T19:24:26,Bilbao,Expense,leisure,-247.95,-16695.41
buyer_1,Luis,28,ES28209530424850980830,TXN-32602390-123,2020-12-05T12:50:05,Bilbao,Housing,Rent,-1333.05,-18028.46
buyer_1,Luis,28,ES28209530424850980830,TXN-5799008-124,2020-12-05T13:51:26,Bilbao,Basic services,water,-49.74,-18078.2
buyer_1,Luis,28,ES28209530424850980830,TXN-76501150-125,2020-12-05T18:37:25,Bilbao,Basic services,phone,-48.76,-18126.96
buyer_1,Luis,28,ES28209530424850980830,TXN-22657642-126,2020-12-06T23:02:39,Bilbao,Basic services,water,-51.73,-18178.69
buyer_1,Luis,28,ES28209530424850980830,TXN-87007497-127,2020-12-07T16:33:24,Bilbao,Basic services,electricity,-97.87,-18276.56
buyer_1,Luis,28,ES28209530424850980830,TXN-63314765-128,2020-12-07T17:56:37,Bilbao,Basic services,internet,-38.68,-18315.24
buyer_1,Luis,28,ES28209530424850980830,TXN-18851942-129,2020-12-08T12:49:56,Bilbao,Expense,transport,-94.15,-18409.39
buyer_1,Luis,28,ES28209530424850980830,TXN-101989-130,2020-12-09T11:38:40,Bilbao,Expense,food,-186.04,-18595.43
buyer_1,Luis,28,ES28209530424850980830,TXN-76801190-131,2020-12-21T15:50:10,Bilbao,Expense,clothing,-310.98,-18906.41
buyer_1,Luis,28,ES28209530424850980830,TXN-98665731-132,2020-12-25T17:07:54,Berango,Expense,leisure,-97.58,-19003.99
buyer_1,Luis,28,ES28209530424850980830,TXN-34518985-133,2021-01-01T08:33:00,Bilbao,transfer,Salary,1229.07,-17774.92
buyer_1,Luis,28,ES28209530424850980830,TXN-29405137-134,2021-01-04T10:54:14,Bilbao,Expense,gifts,-83.81,-17858.73
buyer_1,Luis,28,ES28209530424850980830,TXN-95830614-135,2021-01-05T09:03:37,Bilbao,Housing,Rent,-1333.05,-19191.78
buyer_1,Luis,28,ES28209530424850980830,TXN-77573532-137,2021-01-05T10:55:40,Bilbao,Basic services,electricity,-61.07,-19281.63
buyer_1,Luis,28,ES28209530424850980830,TXN-8105250-138,2021-01-05T11:45:27,Bilbao,Basic services,phone,-73.3,-19354.93
buyer_1,Luis,28,ES28209530424850980830,TXN-50071589-136,2021-01-05T14:30:42,Bilbao,Basic services,water,-28.78,-19220.56
buyer_1,Luis,28,ES28209530424850980830,TXN-97677401-140,2021-01-06T08:01:08,Bilbao,Basic services,internet,-58.16,-19451.13
buyer_1,Luis,28,ES28209530424850980830,TXN-40948108-142,2021-01-06T12:16:54,Bilbao,Expense,food,-273.72,-19824.62
buyer_1,Luis,28,ES28209530424850980830,TXN-45803610-141,2021-01-06T17:34:14,Bilbao,Basic services,phone,-99.77,-19550.9
buyer_1,Luis,28,ES28209530424850980830,TXN-88204278-139,2021-01-06T18:36:15,Bilbao,Basic services,water,-38.04,-19392.97
buyer_1,Luis,28,ES28209530424850980830,TXN-19583935-143,2021-01-07T19:35:47,Bilbao,Basic services,water,-35.66,-19860.28
buyer_1,Luis,28,ES28209530424850980830,TXN-98468044-144,2021-01-11T12:11:33,Bilbao,Expense,food,-220.88,-20081.16
buyer_1,Luis,28,ES28209530424850980830,TXN-93120752-145,2021-01-12T13:00:06,Bilbao,Expense,food,-414.26,-20495.42
buyer_1,Luis,28,ES28209530424850980830,TXN-13723678-146,2021-01-16T08:09:59,Labastida/Bastida,Expense,clothing,-46.27,-20541.69
buyer_1,Luis,28,ES28209530424850980830,TXN-88709046-147,2021-01-19T13:41:27,Bilbao,Expense,healthcare,-53.0,-20594.69
buyer_1,Luis,28,ES28209530424850980830,TXN-54208286-148,2021-01-24T19:24:28,Bilbao,Expense,leisure,-254.45,-20849.14
buyer_1,Luis,28,ES28209530424850980830,TXN-85075262-149,2021-01-30T16:05:54,Bilbao,Expense,clothing,-320.59,-21169.73
buyer_1,Luis,28,ES28209530424850980830,TXN-73708375-150,2021-02-01T21:35:57,Bilbao,transfer,Salary,1229.07,-19940.66
buyer_1,Luis,28,ES28209530424850980830,TXN-8500665-151,2021-02-01T21:35:57,Bilbao,transfer,Extra Income,122.91,-19817.75
buyer_1,Luis,28,ES28209530424850980830,TXN-82035568-152,2021-02-05T19:53:09,Bilbao,Housing,Rent,-1333.05,-21150.8
buyer_1,Luis,28,ES28209530424850980830,TXN-98849659-153,2021-02-06T17:56:32,Bilbao,Basic services,phone,-76.42,-21227.22
buyer_1,Luis,28,ES28209530424850980830,TXN-65428396-154,2021-02-07T10:36:03,Bilbao,Basic services,internet,-58.51,-21285.73
buyer_1,Luis,28,ES28209530424850980830,TXN-38210107-155,2021-02-12T19:32:17,Bilbao,Expense,transport,-28.5,-21314.23
buyer_1,Luis,28,ES28209530424850980830,TXN-13069050-156,2021-02-26T11:22:28,Bilbao,Expense,education,-387.68,-21701.91
buyer_1,Luis,28,ES28209530424850980830,TXN-86668561-157,2021-02-27T20:01:48,Bilbao,Expense,food,-326.36,-22028.27
buyer_1,Luis,28,ES28209530424850980830,TXN-45917537-158,2021-03-01T19:22:38,Bilbao,transfer,Salary,1229.07,-20799.2
buyer_1,Luis,28,ES28209530424850980830,TXN-10784845-159,2021-03-05T09:41:55,Bilbao,Housing,Rent,-1333.05,-22132.25
buyer_1,Luis,28,ES28209530424850980830,TXN-13006300-160,2021-03-05T16:56:10,Bilbao,Basic services,water,-15.93,-22148.18
buyer_1,Luis,28,ES28209530424850980830,TXN-80045867-161,2021-03-06T13:48:59,Bilbao,Basic services,electricity,-89.48,-22237.66
buyer_1,Luis,28,ES28209530424850980830,TXN-41265904-162,2021-03-06T17:17:37,Bilbao,Expense,food,-137.46,-22375.12
buyer_1,Luis,28,ES28209530424850980830,TXN-82194800-163,2021-03-18T21:18:29,Bilbao,Expense,clothing,-497.02,-22872.14
buyer_1,Luis,28,ES28209530424850980830,TXN-89361011-164,2021-03-31T23:26:31,Erandio,Expense,food,-726.25,-23598.39
buyer_1,Luis,28,ES28209530424850980830,TXN-84694141-165,2021-04-01T11:37:20,Bilbao,transfer,Salary,1229.07,-22369.32
buyer_1,Luis,28,ES28209530424850980830,TXN-82138048-166,2021-04-01T11:37:20,Bilbao,transfer,Extra Income,122.91,-22246.41
buyer_1,Luis,28,ES28209530424850980830,TXN-80122154-167,2021-04-05T11:34:14,Bilbao,Housing,Rent,-1333.05,-23579.46
buyer_1,Luis,28,ES28209530424850980830,TXN-83491834-168,2021-04-05T12:38:48,Bilbao,Basic services,gas,-96.51,-23675.97
buyer_1,Luis,28,ES28209530424850980830,TXN-9691229-171,2021-04-06T09:10:11,Bilbao,Basic services,phone,-91.64,-23821.8
buyer_1,Luis,28,ES28209530424850980830,TXN-94412148-170,2021-04-06T13:55:44,Bilbao,Basic services,gas,-36.48,-23730.16
buyer_1,Luis,28,ES28209530424850980830,TXN-37538438-169,2021-04-06T14:24:35,Bilbao,Basic services,water,-17.71,-23693.68
buyer_1,Luis,28,ES28209530424850980830,TXN-3474730-172,2021-04-06T20:03:39,Bilbao,Expense,clothing,-478.04,-24299.84
buyer_1,Luis,28,ES28209530424850980830,TXN-61783694-173,2021-04-07T08:56:42,Bilbao,Basic services,gas,-79.63,-24379.47
buyer_1,Luis,28,ES28209530424850980830,TXN-472040-174,2021-04-13T23:32:04,Bilbao,Expense,healthcare,-242.34,-24621.81
buyer_1,Luis,28,ES28209530424850980830,TXN-55907547-175,2021-04-19T09:56:50,Bilbao,Expense,transport,-113.58,-24735.39
buyer_1,Luis,28,ES28209530424850980830,TXN-87815719-176,2021-04-24T04:46:30,Bilbao,Expense,clothing,-303.17,-25038.56
buyer_1,Luis,28,ES28209530424850980830,TXN-53177656-177,2021-05-01T23:14:43,Bilbao,transfer,Salary,1229.07,-23809.49
buyer_1,Luis,28,ES28209530424850980830,TXN-96471479-178,2021-05-02T16:04:31,Bilbao,Expense,healthcare,-244.88,-24054.37
buyer_1,Luis,28,ES28209530424850980830,TXN-7758068-179,2021-05-05T08:08:38,Bilbao,Housing,Rent,-1333.05,-25387.42
buyer_1,Luis,28,ES28209530424850980830,TXN-63395220-180,2021-05-05T11:47:11,Bilbao,Basic services,water,-62.49,-25449.91
buyer_1,Luis,28,ES28209530424850980830,TXN-72771906-183,2021-05-05T13:38:01,Bilbao,Basic services,phone,-52.7,-25670.2
buyer_1,Luis,28,ES28209530424850980830,TXN-76277287-181,2021-05-05T18:10:57,Bilbao,Basic services,electricity,-119.25,-25569.16
buyer_1,Luis,28,ES28209530424850980830,TXN-82304153-182,2021-05-05T18:55:14,Bilbao,Basic services,internet,-48.34,-25617.5
buyer_1,Luis,28,ES28209530424850980830,TXN-87216829-184,2021-05-07T12:23:13,Bilbao,Basic services,gas,-37.78,-25707.98
buyer_1,Luis,28,ES28209530424850980830,TXN-85205182-185,2021-05-07T20:48:11,Bilbao,Basic services,internet,-78.52,-25786.5
buyer_1,Luis,28,ES28209530424850980830,TXN-77607459-186,2021-05-10T22:55:04,Iruña de Oca,Expense,education,-296.01,-26082.51
buyer_1,Luis,28,ES28209530424850980830,TXN-79085247-187,2021-05-21T09:42:40,Bilbao,Expense,leisure,-204.96,-26287.47
buyer_1,Luis,28,ES28209530424850980830,TXN-23232543-188,2021-05-25T18:06:05,Hondarribia,Expense,healthcare,-320.52,-26607.99
buyer_1,Luis,28,ES28209530424850980830,TXN-65234855-189,2021-05-31T02:42:25,Bilbao,Expense,leisure,-11.49,-26619.48
buyer_1,Luis,28,ES28209530424850980830,TXN-10787326-190,2021-06-01T20:07:09,Bilbao,transfer,Salary,1229.07,-25390.41
buyer_1,Luis,28,ES28209530424850980830,TXN-95716979-191,2021-06-01T20:07:09,Bilbao,transfer,Extra Income,122.91,-25267.5
buyer_1,Luis,28,ES28209530424850980830,TXN-11124066-192,2021-06-01T20:07:09,Bilbao,transfer,Bonus,1268.12,-23999.38
buyer_1,Luis,28,ES28209530424850980830,TXN-50881257-194,2021-06-05T11:07:44,Bilbao,Basic services,phone,-36.9,-25369.33
buyer_1,Luis,28,ES28209530424850980830,TXN-47462361-193,2021-06-05T16:04:40,Bilbao,Housing,Rent,-1333.05,-25332.43
buyer_1,Luis,28,ES28209530424850980830,TXN-31765949-196,2021-06-06T16:13:30,Bilbao,Basic services,phone,-38.26,-25483.85
buyer_1,Luis,28,ES28209530424850980830,TXN-10151458-195,2021-06-06T17:04:31,Bilbao,Basic services,water,-76.26,-25445.59
buyer_1,Luis,28,ES28209530424850980830,TXN-84316673-197,2021-06-07T17:05:15,Bilbao,Basic services,gas,-75.04,-25558.89
buyer_1,Luis,28,ES28209530424850980830,TXN-15677958-198,2021-07-01T15:08:34,Bilbao,transfer,Salary,1229.07,-24329.82
buyer_1,Luis,28,ES28209530424850980830,TXN-82880185-199,2021-07-02T17:03:06,Bilbao,Expense,clothing,-250.6,-24580.42
