profile,name,surname,birth_date,iban,trx_id,timestamp,city,trx_type,trx_cat,amount_eur,balance
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00053-88971414,2022-02-24T11:11:47,Bilbao,expenses,cash,-100.0,839.01
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00054-60945028,2022-02-25T12:22:35,Bilbao,expenses,education,-47.04,791.97
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00055-00445650,2022-02-25T16:00:25,Bilbao,expenses,cash,-100.0,691.97
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00056-01139244,2022-02-26T14:16:32,Bilbao,expenses,transport,-78.45,613.52
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00057-54124845,2022-02-26T15:13:04,Barakaldo,expenses,education,-53.19,560.33
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00058-75812292,2022-03-01T02:08:22,Bilbao,incomes,salary,1589.41,2149.74
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00059-97547418,2022-03-04T19:43:30,Bilbao,expenses,rent,-601.82,1547.92
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00060-89082969,2022-03-05T23:04:16,Bilbao,expenses,gas,-32.66,1515.26
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00061-99713581,2022-03-05T09:30:53,Bilbao,expenses,internet,-42.0,1473.26
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00062-28972193,2022-03-06T09:29:51,Bilbao,expenses,cash,-100.0,1373.26
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00063-65157622,2022-03-06T18:01:22,Bilbao,expenses,appliances,-372.11,1001.15
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00064-02638677,2022-03-07T09:45:48,Bilbao,expenses,water,-23.34,977.81
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00065-86746179,2022-03-08T20:49:46,Bilbao,expenses,electricity,-69.65,908.16
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00066-90826267,2022-03-08T21:23:04,Bilbao,expenses,phone,-35.12,873.04
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00067-33280273,2022-03-09T11:53:01,Bilbao,expenses,food,-61.78,811.26
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00068-24138556,2022-03-10T12:03:36,Iruña de Oca,expenses,transport,-46.39,764.87
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00069-52470175,2022-03-10T15:09:46,Bilbao,expenses,gifts,-310.37,454.5
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00070-99007449,2022-03-11T15:47:25,Bilbao,expenses,cash,-100.0,354.5
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00071-72128601,2022-03-13T18:52:32,Bilbao,expenses,food,-73.12,281.38
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00072-48340066,2022-03-17T11:33:39,Eibar,expenses,food,-103.77,177.61
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00073-70302916,2022-03-17T15:18:22,Bilbao,expenses,gifts,-235.6,-57.99
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00074-14608918,2022-03-18T08:11:32,Bilbao,expenses,repairs,-144.49,-202.48
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00075-54302749,2022-03-19T22:00:47,Bilbao,expenses,education,-66.26,-268.74
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00076-26582038,2022-03-19T08:47:28,Bilbao,expenses,cash,-100.0,-368.74
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00077-17422303,2022-03-21T11:10:43,Bilbao,expenses,clothing,-55.82,-424.56
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00078-43415287,2022-03-22T20:14:19,Bilbao,expenses,repairs,-259.62,-684.18
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00079-10931906,2022-03-28T15:46:08,Bilbao,expenses,transport,-45.38,-729.56
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00080-67780618,2022-03-29T10:19:00,Bilbao,expenses,cash,-100.0,-829.56
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00081-55630183,2022-03-31T09:59:34,Erandio,expenses,transport,-67.08,-896.64
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00082-63912999,2022-04-01T08:51:48,Bilbao,incomes,salary,1589.41,692.77
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00083-05852871,2022-04-01T08:51:48,Bilbao,incomes,extra_income,260.51,953.28
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00084-99132417,2022-04-01T10:02:33,Bilbao,expenses,food,-110.45,842.83
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00085-94975148,2022-04-01T10:17:57,Amurrio,expenses,cash,-100.0,742.83
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00086-44364887,2022-04-02T14:20:19,Bilbao,expenses,cash,-100.0,642.83
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00087-45976374,2022-04-04T19:31:09,Bilbao,expenses,rent,-601.82,41.01
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00088-17904409,2022-04-05T09:10:17,Bilbao,expenses,gas,-31.46,9.55
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00089-75643781,2022-04-05T19:06:13,Bilbao,expenses,leisure,-44.19,-34.64
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00090-31183669,2022-04-07T20:29:56,Bilbao,expenses,water,-35.86,-70.5
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00091-70624454,2022-04-07T15:55:19,Bilbao,expenses,transport,-89.42,-159.92
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00092-61885286,2022-04-07T15:20:44,Bilbao,expenses,cash,-100.0,-259.92
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00093-05194418,2022-04-08T08:13:13,Bilbao,expenses,electricity,-53.45,-313.37
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00094-93643140,2022-04-08T20:10:18,Bilbao,expenses,internet,-42.0,-355.37
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00095-21661229,2022-04-08T18:03:41,Bilbao,expenses,phone,-37.09,-392.46
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00096-26219136,2022-04-09T17:24:24,Barakaldo,expenses,cash,-100.0,-492.46
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00097-76249086,2022-04-10T10:54:07,Bilbao,expenses,food,-74.75,-567.21
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00098-93562405,2022-04-12T12:13:14,Bilbao,expenses,food,-124.88,-692.09
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00099-51388877,2022-04-12T14:42:30,Bilbao,expenses,leisure,-26.27,-718.36
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00100-04485795,2022-04-12T17:59:43,Mungia,expenses,healthcare,-40.54,-758.9
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00101-35512656,2022-04-13T01:03:26,Bilbao,expenses,leisure,-39.24,-798.14
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00102-26789337,2022-04-15T16:42:27,Bilbao,expenses,food,-63.63,-861.77
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00103-43229944,2022-04-15T10:21:01,Bilbao,expenses,transport,-77.44,-939.21
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00104-07758008,2022-04-16T11:26:32,Bilbao,expenses,food,-67.38,-1006.59
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00105-41686356,2022-04-16T14:34:58,Bilbao,expenses,gifts,-499.87,-1506.46
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00106-00410509,2022-04-18T14:28:34,Bilbao,expenses,cash,-100.0,-1606.46
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00107-54852520,2022-04-19T10:58:35,Bilbao,expenses,transport,-49.0,-1655.46
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00108-78294538,2022-04-19T18:54:00,Bilbao,expenses,gifts,-727.86,-2383.32
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00109-78544882,2022-04-21T09:49:43,Bilbao,expenses,repairs,-120.64,-2503.96
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00110-01770892,2022-04-22T05:33:09,Bilbao,expenses,transport,-85.32,-2589.28
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00111-38553352,2022-04-22T10:12:45,Bilbao,expenses,healthcare,-171.65,-2760.93
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00112-71013834,2022-04-22T22:01:07,Hondarribia,expenses,cash,-100.0,-2860.93
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00113-19071787,2022-04-23T11:10:13,Bilbao,expenses,leisure,-84.12,-2945.05
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00114-76185993,2022-04-24T10:49:21,Bilbao,expenses,leisure,-38.8,-2983.85
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00115-73293883,2022-04-25T12:20:33,Bilbao,expenses,food,-122.6,-3106.45
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00116-42966091,2022-04-27T09:43:38,Bilbao,expenses,clothing,-118.92,-3225.37
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00117-84862819,2022-04-28T15:05:53,Bilbao,expenses,repairs,-183.1,-3408.47
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00118-74127796,2022-04-29T11:51:33,Bilbao,expenses,healthcare,-60.24,-3468.71
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00119-66334522,2022-04-30T08:46:32,Bilbao,expenses,food,-72.79,-3541.5
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00120-26140344,2022-05-01T19:03:12,Bilbao,incomes,salary,1589.41,-1952.09
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00121-25923549,2022-05-01T19:21:24,Bilbao,expenses,car,-216.34,-2168.43
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00122-57684164,2022-05-03T15:25:58,Bilbao,expenses,food,-104.03,-2272.46
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00123-13376868,2022-05-03T01:05:23,Bilbao,expenses,cash,-100.0,-2372.46
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00124-97357751,2022-05-04T15:19:38,Bilbao,expenses,rent,-601.82,-2974.28
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00125-85597254,2022-05-05T08:58:51,Bilbao,expenses,electricity,-32.08,-3006.36
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00126-27782117,2022-05-05T11:53:09,Bilbao,expenses,food,-95.23,-3101.59
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00127-18347903,2022-05-06T13:53:23,Bilbao,expenses,phone,-43.3,-3144.89
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00128-60603748,2022-05-07T14:23:05,Bilbao,expenses,gas,-94.7,-3239.59
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00129-29392237,2022-05-07T16:37:52,Bilbao,expenses,appliances,-130.85,-3370.44
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00130-76617857,2022-05-08T20:17:46,Bilbao,expenses,water,-29.39,-3399.83
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00131-27470393,2022-05-08T15:17:08,Bilbao,expenses,internet,-42.0,-3441.83
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00132-13598994,2022-05-08T21:17:49,Bilbao,expenses,food,-92.02,-3533.85
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00133-61048617,2022-05-09T16:07:14,Salvatierra/Agurain,expenses,travel,-1099.0,-4632.85
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00134-77232337,2022-05-10T15:16:11,Zarautz,expenses,transport,-54.3,-4687.15
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00135-07365475,2022-05-11T14:29:18,Bilbao,expenses,food,-124.38,-4811.53
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00136-55433096,2022-05-12T15:18:27,Bilbao,expenses,healthcare,-39.57,-4851.1
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00137-26547940,2022-05-12T11:26:30,Bilbao,expenses,cash,-100.0,-4951.1
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00138-96390325,2022-05-13T18:25:31,Bilbao,expenses,food,-79.12,-5030.22
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00139-66465266,2022-05-13T14:58:48,Bilbao,expenses,transport,-62.37,-5092.59
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00140-47839680,2022-05-15T21:47:59,Bilbao,expenses,food,-103.27,-5195.86
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00141-19557450,2022-05-17T17:34:41,Bilbao,expenses,cash,-100.0,-5295.86
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00142-94731678,2022-05-25T12:57:05,Bilbao,expenses,cash,-100.0,-5395.86
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00143-38002259,2022-05-28T12:52:50,Bilbao,expenses,food,-83.49,-5479.35
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00144-27904886,2022-05-28T13:29:11,Bilbao,expenses,appliances,-133.36,-5612.71
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00145-92430610,2022-05-30T08:17:37,Bilbao,expenses,cash,-100.0,-5712.71
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00146-27572720,2022-05-30T21:21:43,Bilbao,expenses,gifts,-392.31,-6105.02
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00147-74549923,2022-06-01T15:39:53,Bilbao,incomes,salary,1589.41,-4515.61
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00148-04493910,2022-06-01T15:39:53,Bilbao,incomes,salary_bonus,1169.12,-3346.49
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00149-39213463,2022-06-01T15:37:16,Bilbao,expenses,taxes,-1558.76,-4905.25
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00150-33502460,2022-06-01T18:51:18,Bilbao,expenses,insurance,-342.59,-5247.84
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00151-69903014,2022-06-01T17:33:27,Bilbao,expenses,leisure,-44.14,-5291.98
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00152-30130482,2022-06-01T12:27:04,Bilbao,expenses,cash,-100.0,-5391.98
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00153-86407721,2022-06-02T13:46:31,Bilbao,expenses,transport,-58.52,-5450.5
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00154-46307475,2022-06-04T11:45:12,Bilbao,expenses,rent,-601.82,-6052.32
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00155-76335733,2022-06-04T19:18:45,Bilbao,expenses,food,-83.36,-6135.68
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00156-04235625,2022-06-05T16:53:33,Bilbao,expenses,internet,-42.0,-6177.68
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00157-82013452,2022-06-06T10:30:33,Bilbao,expenses,gas,-62.82,-6240.5
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00158-30795437,2022-06-06T16:04:56,Bilbao,expenses,phone,-36.94,-6277.44
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00159-82234795,2022-06-08T14:03:41,Bilbao,expenses,water,-40.89,-6318.33
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00160-49097778,2022-06-08T20:03:19,Bilbao,expenses,electricity,-30.9,-6349.23
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00161-26040820,2022-06-08T20:49:29,Bilbao,expenses,cash,-100.0,-6449.23
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00162-37687472,2022-06-08T14:20:15,Bilbao,expenses,gifts,-362.41,-6811.64
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00163-19731149,2022-06-09T18:19:55,Leioa,expenses,transport,-78.48,-6890.12
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00164-75632681,2022-06-09T08:44:26,Bilbao,expenses,healthcare,-176.04,-7066.16
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00165-48620217,2022-06-09T11:32:38,Bilbao,expenses,repairs,-31.51,-7097.67
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00166-86879168,2022-06-10T10:22:05,Bilbao,expenses,cash,-100.0,-7197.67
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00167-78384647,2022-06-12T18:19:45,Bilbao,expenses,food,-107.52,-7305.19
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00168-45553962,2022-06-12T13:06:28,Bilbao,expenses,leisure,-72.96,-7378.15
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00169-77242211,2022-06-16T19:28:38,Bilbao,expenses,cash,-100.0,-7478.15
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00170-90891273,2022-06-17T06:42:30,Zarautz,expenses,transport,-77.49,-7555.64
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00171-86697513,2022-06-17T12:48:41,Eibar,expenses,leisure,-56.31,-7611.95
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00172-80593797,2022-06-17T10:46:35,Bilbao,expenses,car,-241.07,-7853.02
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00173-89851690,2022-06-19T07:46:13,Bilbao,expenses,leisure,-59.89,-7912.91
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00174-00057784,2022-06-20T20:38:06,Bilbao,expenses,transport,-72.69,-7985.6
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00175-26377539,2022-06-20T11:39:58,Bilbao,expenses,healthcare,-134.3,-8119.9
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00176-30282311,2022-06-20T16:23:34,Bilbao,expenses,repairs,-145.41,-8265.31
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00177-19464263,2022-06-21T12:31:21,Bilbao,expenses,appliances,-307.92,-8573.23
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00178-63311402,2022-06-22T16:08:34,Bilbao,expenses,repairs,-92.72,-8665.95
buyer_1,Luis,,1996-08-10,ES05209515179869230980,TRX_N-00179-43653668,2022-06-23T11:10:34,Bilbao,expenses,cash,-100.0,-8765.95
