cliente,cuenta,perfil,tipo_de_transacción,cantidad_eur,timestamp,ciudad,categoría_transacción,balance,ref_id_transacción
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-01-01 00:00:00,Cuenca,Nómina,3685.146188914759,TXN-97950383-47
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Educación,3600.964165986642,2023-01-15 00:00:00,Cuenca,Alimentación,84.18202292811702,TXN-30359975-48
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-02-01 00:00:00,Cuenca,Nómina,3297.7035767210086,TXN-94735925-49
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Salud,1837.8625553556662,2023-02-08 00:00:00,Cuenca,Vivienda,1459.8410213653424,TXN-72591418-50
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Donaciones y caridad,569.1208072782583,2023-02-17 00:00:00,Cuenca,Ocio y entretenimiento,890.7202140870841,TXN-33906941-51
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-03-01 00:00:00,Cuenca,Nómina,4104.241767879976,TXN-42654137-52
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Educación,3955.283968709334,2023-03-01 00:00:00,Cuenca,Educación,148.95779917064147,TXN-34367891-53
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-04-01 00:00:00,Cuenca,Nómina,3362.479352963533,TXN-7681019-54
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Donaciones y caridad,2901.274447989329,2023-04-04 00:00:00,Cuenca,Servicios básicos,461.20490497420406,TXN-2068057-55
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-05-01 00:00:00,Cuenca,Nómina,3674.7264587670957,TXN-24555246-56
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Subscripciones,810.2175075696128,2023-05-03 00:00:00,Cuenca,Mascotas,2864.508951197483,TXN-65847633-57
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Servicios básicos,2589.609837957527,2023-05-04 00:00:00,Cuenca,Transporte,274.899113239956,TXN-51413420-58
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Educación,198.4771527872486,2023-05-16 00:00:00,Cuenca,Donaciones y caridad,76.42196045270742,TXN-12512052-59
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-06-01 00:00:00,Cuenca,Nómina,3289.943514245599,TXN-12575059-60
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Cuidado personal,2163.5274093318867,2023-06-02 00:00:00,Cuenca,Servicios básicos,1126.4161049137124,TXN-13250869-61
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Subscripciones,683.5396088937043,2023-06-03 00:00:00,Cuenca,Servicios básicos,442.87649602000806,TXN-86006005-62
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Deudas y préstamos,342.4534702240942,2023-06-26 00:00:00,Cuenca,Transporte,100.42302579591387,TXN-78953168-63
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-07-01 00:00:00,Cuenca,Nómina,3313.9445795888055,TXN-10762252-64
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Alimentación,566.3814691429475,2023-07-02 00:00:00,Cuenca,Salud,2747.563110445858,TXN-76460861-65
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Donaciones y caridad,1999.7193475001789,2023-07-06 00:00:00,Cuenca,Servicios básicos,747.8437629456791,TXN-80261231-66
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ocio y entretenimiento,734.6603563958305,2023-07-11 00:00:00,Cuenca,Subscripciones,13.183406549848655,TXN-44716064-67
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-08-01 00:00:00,Cuenca,Nómina,3226.7049603427404,TXN-69594304-68
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Mascotas,1542.5854055776613,2023-08-04 00:00:00,Cuenca,Salud,1684.119554765079,TXN-46311675-69
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Subscripciones,169.93343413886987,2023-08-22 00:00:00,Cuenca,Alimentación,1514.1861206262092,TXN-80318907-70
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Vivienda,901.3364147185687,2023-08-24 00:00:00,Cuenca,Alimentación,612.8497059076406,TXN-76207173-71
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-09-01 00:00:00,Cuenca,Nómina,3826.3712597005324,TXN-37654603-72
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ocio y entretenimiento,3736.4832619511526,2023-09-01 00:00:00,Cuenca,Educación,89.88799774937979,TXN-48234025-73
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-10-01 00:00:00,Cuenca,Nómina,3303.4095515422714,TXN-28682231-74
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ropa y accesorios,2338.3531222147853,2023-10-04 00:00:00,Cuenca,Deudas y préstamos,965.0564293274861,TXN-51995925-75
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Vivienda,684.7198080872136,2023-10-06 00:00:00,Cuenca,Educación,280.3366212402725,TXN-58955894-76
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-11-01 00:00:00,Cuenca,Nómina,3493.858175033164,TXN-33378153-77
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Tecnología,2403.108377605947,2023-11-03 00:00:00,Cuenca,Transporte,1090.749797427217,TXN-47421802-78
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ahorro e inversión,533.4935387284365,2023-11-07 00:00:00,Cuenca,Alimentación,557.2562586987804,TXN-60913413-79
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2023-12-01 00:00:00,Cuenca,Nómina,3770.777812491672,TXN-66125331-80
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Subscripciones,1906.5771355242387,2023-12-06 00:00:00,Cuenca,Servicios básicos,1864.2006769674335,TXN-50512823-81
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Servicios básicos,1540.273382826148,2023-12-09 00:00:00,Cuenca,Tecnología,323.92729414128553,TXN-85037415-82
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-01-01 00:00:00,Cuenca,Nómina,3537.448847934177,TXN-49849130-83
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ahorro e inversión,3522.273115760547,2024-01-02 00:00:00,Cuenca,Alimentación,15.175732173629967,TXN-3650580-84
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-02-01 00:00:00,Cuenca,Nómina,3228.6972859665216,TXN-63491035-85
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Cuidado personal,2941.2727824106855,2024-02-06 00:00:00,Cuenca,Ocio y entretenimiento,287.42450355583605,TXN-24804326-86
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-03-01 00:00:00,Cuenca,Nómina,3500.9460573487277,TXN-55954976-87
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Donaciones y caridad,1048.0742046806085,2024-03-05 00:00:00,Cuenca,Cuidado personal,2452.871852668119,TXN-97253709-88
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Transporte,1690.5866688907945,2024-03-07 00:00:00,Cuenca,Tecnología,762.2851837773246,TXN-52554020-89
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Deudas y préstamos,357.3513821465721,2024-03-20 00:00:00,Cuenca,Donaciones y caridad,404.9338016307525,TXN-31480793-90
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-04-01 00:00:00,Cuenca,Nómina,3618.455355423644,TXN-68964910-91
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ropa y accesorios,3532.1991179600154,2024-04-01 00:00:00,Cuenca,Ropa y accesorios,86.25623746362862,TXN-16684128-92
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-05-01 00:00:00,Cuenca,Nómina,3299.7777912565202,TXN-48938049-93
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Vivienda,2860.854923390188,2024-05-04 00:00:00,Cuenca,Tecnología,438.9228678663321,TXN-67532123-94
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Vivienda,131.33070323108768,2024-05-25 00:00:00,Cuenca,Cuidado personal,307.59216463524444,TXN-73495858-95
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-06-01 00:00:00,Cuenca,Nómina,3521.113718428136,TXN-35382436-96
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Educación,1719.7985071497392,2024-06-08 00:00:00,Cuenca,Transporte,1801.3152112783969,TXN-80663597-97
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Deudas y préstamos,1215.5893210349268,2024-06-10 00:00:00,Cuenca,Mascotas,585.7258902434701,TXN-51423718-98
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Mascotas,320.90869216089004,2024-06-21 00:00:00,Cuenca,Tecnología,264.81719808258003,TXN-27495758-99
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-07-01 00:00:00,Cuenca,Nómina,3478.3387518754716,TXN-48931439-100
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Transporte,872.8051626182752,2024-07-02 00:00:00,Cuenca,Salud,2605.5335892571966,TXN-93485141-101
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Servicios básicos,976.8895511378537,2024-07-08 00:00:00,Cuenca,Cuidado personal,1628.644038119343,TXN-31577923-102
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Transporte,972.6641698704694,2024-07-14 00:00:00,Cuenca,Ocio y entretenimiento,655.9798682488735,TXN-94533585-103
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-08-01 00:00:00,Cuenca,Nómina,3869.501422041765,TXN-88628072-104
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Educación,489.6046359320031,2024-08-04 00:00:00,Cuenca,Tecnología,3379.896786109762,TXN-68128020-105
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ahorro e inversión,2859.7739509050803,2024-08-06 00:00:00,Cuenca,Subscripciones,520.1228352046819,TXN-79954103-106
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-09-01 00:00:00,Cuenca,Nómina,3733.6443889975735,TXN-30507827-107
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Educación,3303.818916488982,2024-09-05 00:00:00,Cuenca,Ahorro e inversión,429.8254725085917,TXN-61849735-108
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Salud,224.91611048888876,2024-09-29 00:00:00,Cuenca,Transporte,204.90936201970294,TXN-5773479-109
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,transferencia,3213.5215537928916,2024-10-01 00:00:00,Cuenca,Nómina,3418.4309158125943,TXN-18752991-110
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Vivienda,540.8418758283102,2024-10-01 00:00:00,Cuenca,Cuidado personal,2877.589039984284,TXN-69175221-111
Ruperto Real Fuentes,ES7300563445773413388698,Altos ingresos,Ahorro e inversión,1592.4143863418115,2024-10-06 00:00:00,Cuenca,Tecnología,1285.1746536424728,TXN-51564801-112
