profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Nicanor Viña,ES1952821467629187278376,TXN-36914261-37,2022-01-30T16:00:27,Bilbao,Expense,Minor expenses,-5.44,98485.76999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-90122992-38,2022-01-31T18:01:41,Mungia,Expense,Minor expenses,-3.98,98481.79
High income,Nicanor Viña,ES1952821467629187278376,TXN-17438604-41,2022-02-01T15:01:42,Bilbao,Expense,Minor expenses,-7.17,104328.79999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-95138489-39,2022-02-01T23:13:56,Bilbao,transfer,Salary,2838.01,101319.79999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-80570066-40,2022-02-01T23:13:56,Bilbao,transfer,Partner Salary,3016.17,104335.96999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-38436823-42,2022-02-03T16:17:35,Bilbao,Expense,Minor expenses,-3.92,104324.87999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-29465741-45,2022-02-05T15:14:42,Bilbao,Expense,Minor expenses,-7.19,103110.23
High income,Nicanor Viña,ES1952821467629187278376,TXN-53392312-44,2022-02-05T16:46:45,Bilbao,Basic services,water,-16.2,103117.42
High income,Nicanor Viña,ES1952821467629187278376,TXN-334038-43,2022-02-05T16:53:49,Bilbao,Housing,Mortgage,-1191.26,103133.62
High income,Nicanor Viña,ES1952821467629187278376,TXN-79410877-48,2022-02-06T10:02:43,Bilbao,Expense,Minor expenses,-7.43,102966.39
High income,Nicanor Viña,ES1952821467629187278376,TXN-19526537-46,2022-02-06T13:37:32,Bilbao,Basic services,electricity,-70.0,103040.23
High income,Nicanor Viña,ES1952821467629187278376,TXN-78682801-47,2022-02-06T19:32:54,Bilbao,Basic services,gas,-66.41,102973.81999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-38115070-50,2022-02-07T04:47:07,Bilbao,Basic services,internet,-57.01,102875.37000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-15083457-51,2022-02-07T10:57:56,Bilbao,Expense,Minor expenses,-5.52,102869.85
High income,Nicanor Viña,ES1952821467629187278376,TXN-94726478-49,2022-02-07T16:31:15,Bilbao,Basic services,electricity,-34.01,102932.38
High income,Nicanor Viña,ES1952821467629187278376,TXN-9642222-52,2022-02-10T09:15:33,Bilbao,Expense,Minor expenses,-4.92,102864.93000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-276609-53,2022-02-11T16:34:31,Bilbao,Expense,Minor expenses,-5.98,102858.95000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-45757003-54,2022-02-12T20:25:33,Hernani,Expense,Minor expenses,-6.35,102852.6
High income,Nicanor Viña,ES1952821467629187278376,TXN-76403031-55,2022-02-13T18:33:34,Bilbao,Expense,Minor expenses,-9.09,102843.51000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-7955576-56,2022-02-15T18:06:40,Santurtzi,Expense,Minor expenses,-3.71,102839.8
High income,Nicanor Viña,ES1952821467629187278376,TXN-2115875-57,2022-02-16T00:16:30,Bilbao,Expense,transport,-42.26,102797.54000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-73679992-58,2022-02-16T20:53:45,Bilbao,Expense,Minor expenses,-4.62,102792.92000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-21294485-59,2022-02-18T17:10:04,Bilbao,Expense,Minor expenses,-9.11,102783.81000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-23611186-60,2022-02-19T19:18:21,Bilbao,Expense,Minor expenses,-4.18,102779.63000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-22803613-62,2022-02-20T08:28:39,Bilbao,Expense,Minor expenses,-6.59,102615.08000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-25909570-61,2022-02-20T15:02:20,Bilbao,Expense,transport,-157.96,102621.67000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-36234761-63,2022-02-21T20:44:31,Bilbao,Expense,Minor expenses,-4.29,102610.79000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-1077639-64,2022-02-22T17:11:53,Bilbao,Expense,Minor expenses,-7.8,102602.99000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-29846342-65,2022-02-24T15:42:03,Bilbao,Expense,Minor expenses,-3.58,102599.41000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-61781071-67,2022-02-25T08:12:12,Bilbao,Expense,Minor expenses,-9.95,102455.63000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-84432068-66,2022-02-25T20:55:31,Bilbao,Expense,transport,-133.83,102465.58000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-7200630-68,2022-02-27T14:08:53,Zuia,Expense,Minor expenses,-5.37,102450.26000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-44752191-69,2022-02-28T15:54:26,Bilbao,Expense,Minor expenses,-3.81,102446.45000000003
High income,Nicanor Viña,ES1952821467629187278376,TXN-256867-70,2022-03-01T18:44:25,Bilbao,transfer,Salary,2838.01,105284.46000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-90551659-71,2022-03-01T18:44:25,Bilbao,transfer,Partner Salary,3016.17,108300.63000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-69009252-72,2022-03-03T11:49:47,Bilbao,Expense,Minor expenses,-3.44,108297.19000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-94236845-73,2022-03-04T20:42:48,Bilbao,Expense,Minor expenses,-7.71,108289.48000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-61808232-74,2022-03-05T16:01:49,Bilbao,Housing,Mortgage,-1191.26,107098.22000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-40672863-75,2022-03-05T18:57:11,Bilbao,Expense,Minor expenses,-7.36,107090.86000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-61811731-76,2022-03-06T09:56:16,Bilbao,Basic services,gas,-53.96,107036.90000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-19413225-77,2022-03-06T13:23:13,Zarautz,Expense,transport,-74.09,106962.81000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-93863843-79,2022-03-07T10:18:47,Bilbao,Basic services,phone,-91.17,106814.19000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-58661462-78,2022-03-07T18:18:49,Bilbao,Basic services,electricity,-57.45,106905.36000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-47547330-80,2022-03-09T14:29:55,Bilbao,Expense,Minor expenses,-7.74,106806.45000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-63987827-81,2022-03-10T17:07:13,Bilbao,Expense,Minor expenses,-9.68,106796.77000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-73810501-82,2022-03-12T14:55:43,Bilbao,Expense,Minor expenses,-6.85,106789.92000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-91827953-83,2022-03-13T12:50:01,Bilbao,Expense,Minor expenses,-8.74,106781.18000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-74820165-84,2022-03-15T23:36:00,Amurrio,Expense,Minor expenses,-3.7,106777.48000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-43439663-85,2022-03-18T16:11:41,Bilbao,Expense,Minor expenses,-7.7,106769.78000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-88334921-87,2022-03-20T11:33:55,Bilbao,Expense,Minor expenses,-8.91,106565.17000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-21212395-86,2022-03-20T13:52:44,Bilbao,Expense,education,-195.7,106574.08000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-79258939-88,2022-03-21T15:35:57,Bilbao,Expense,Minor expenses,-7.54,106557.63000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-69070439-89,2022-03-22T14:34:19,Bilbao,Expense,Minor expenses,-3.03,106554.60000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-42101951-91,2022-03-23T12:21:58,Barakaldo,Expense,Minor expenses,-3.63,106101.63000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-5533561-90,2022-03-23T21:31:52,Bilbao,Expense,Children expenses,-449.34,106105.26000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-57900626-92,2022-03-24T20:08:16,Bilbao,Expense,Minor expenses,-5.69,106095.94000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-97221958-93,2022-03-25T16:24:29,Bilbao,Expense,Minor expenses,-4.89,106091.05000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-32580888-94,2022-03-26T11:24:33,Bilbao,Expense,Minor expenses,-8.79,106082.26000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-60403559-96,2022-03-28T15:23:09,Bilbao,Expense,Minor expenses,-4.52,105887.13000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-10322710-95,2022-03-28T20:43:32,Bilbao,Expense,transport,-190.61,105891.65000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-59794541-97,2022-03-29T17:43:37,Bilbao,Expense,Minor expenses,-6.99,105880.14000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-38389024-98,2022-04-01T02:32:09,Bilbao,transfer,Salary,2838.01,108718.15000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-51111922-99,2022-04-01T02:32:09,Bilbao,transfer,Partner Salary,3016.17,111734.32
High income,Nicanor Viña,ES1952821467629187278376,TXN-58939173-100,2022-04-03T13:27:20,Bilbao,Expense,Minor expenses,-5.14,111729.18000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-85392968-103,2022-04-04T09:22:44,Santurtzi,Expense,Children expenses,-1050.71,110302.6
High income,Nicanor Viña,ES1952821467629187278376,TXN-91671619-101,2022-04-04T10:45:14,Bilbao,Expense,transport,-179.4,111549.78000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-6925689-104,2022-04-04T13:35:04,Bilbao,Expense,Minor expenses,-4.52,110298.08
High income,Nicanor Viña,ES1952821467629187278376,TXN-58550284-102,2022-04-04T15:59:07,Bilbao,Expense,healthcare,-196.47,111353.31000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-69984154-109,2022-04-05T08:08:03,Labastida/Bastida,Expense,Minor expenses,-3.47,108958.28
High income,Nicanor Viña,ES1952821467629187278376,TXN-36103311-107,2022-04-05T10:30:12,Bilbao,Basic services,gas,-36.68,109008.07
High income,Nicanor Viña,ES1952821467629187278376,TXN-29893647-105,2022-04-05T12:13:29,Bilbao,Housing,Mortgage,-1191.26,109106.82
High income,Nicanor Viña,ES1952821467629187278376,TXN-1251969-106,2022-04-05T18:01:41,Bilbao,Basic services,water,-62.07,109044.75
High income,Nicanor Viña,ES1952821467629187278376,TXN-41173417-108,2022-04-05T23:13:56,Bilbao,Basic services,phone,-46.32,108961.75
High income,Nicanor Viña,ES1952821467629187278376,TXN-80089598-110,2022-04-06T06:32:24,Bilbao,Basic services,internet,-31.29,108926.99
High income,Nicanor Viña,ES1952821467629187278376,TXN-12157885-112,2022-04-07T01:59:30,Bilbao,Basic services,gas,-45.16,108808.14
High income,Nicanor Viña,ES1952821467629187278376,TXN-72877947-113,2022-04-07T12:02:45,Bilbao,Basic services,phone,-51.63,108756.51
High income,Nicanor Viña,ES1952821467629187278376,TXN-44376039-111,2022-04-07T13:34:42,Bilbao,Basic services,water,-73.69,108853.3
High income,Nicanor Viña,ES1952821467629187278376,TXN-13900888-114,2022-04-07T13:49:42,Bilbao,Expense,Minor expenses,-8.17,108748.34
High income,Nicanor Viña,ES1952821467629187278376,TXN-96465729-115,2022-04-08T13:55:50,Bilbao,Expense,Pet expenses,-83.39,108664.95
High income,Nicanor Viña,ES1952821467629187278376,TXN-55548903-116,2022-04-08T14:38:36,Bilbao,Expense,Minor expenses,-8.7,108656.25
High income,Nicanor Viña,ES1952821467629187278376,TXN-10087659-117,2022-04-10T19:47:04,Arrasate/Mondragon,Expense,Minor expenses,-8.88,108647.37
High income,Nicanor Viña,ES1952821467629187278376,TXN-63676515-118,2022-04-11T08:14:49,Basauri,Expense,Minor expenses,-3.32,108644.04999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-10068564-119,2022-04-12T14:23:49,Arrasate/Mondragon,Expense,Minor expenses,-5.06,108638.98999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-6621536-120,2022-04-13T09:15:57,Hernani,Expense,Minor expenses,-6.16,108632.82999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-61726488-121,2022-04-14T09:43:12,Bilbao,Expense,Minor expenses,-6.59,108626.23999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-51471337-122,2022-04-15T17:41:40,Amurrio,Expense,food,-316.78,108309.45999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-12119028-123,2022-04-15T19:29:04,Bilbao,Expense,Minor expenses,-6.85,108302.60999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-41128434-124,2022-04-16T16:01:29,Bilbao,Expense,Minor expenses,-7.1,108295.50999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-7018600-126,2022-04-17T10:56:07,Bilbao,Expense,Minor expenses,-3.92,108137.85999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-32467346-125,2022-04-17T15:27:48,Basauri,Expense,transport,-153.73,108141.77999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-36922568-127,2022-04-18T21:16:05,Bilbao,Expense,Minor expenses,-7.89,108129.96999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-56529718-128,2022-04-19T15:58:16,Bilbao,Expense,Minor expenses,-5.11,108124.85999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-25334511-129,2022-04-20T12:59:04,Alegría-Dulantzi,Expense,Minor expenses,-4.81,108120.04999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-98538520-130,2022-04-21T17:11:05,Bilbao,Expense,Minor expenses,-6.72,108113.32999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-73488831-131,2022-04-22T18:50:36,Bilbao,Expense,Minor expenses,-3.87,108109.45999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-91277870-132,2022-04-23T18:41:39,Bilbao,Expense,Minor expenses,-3.7,108105.76
High income,Nicanor Viña,ES1952821467629187278376,TXN-25388781-133,2022-04-24T07:53:24,Bilbao,Expense,Minor expenses,-4.42,108101.34
High income,Nicanor Viña,ES1952821467629187278376,TXN-11432192-134,2022-04-25T18:29:43,Durango,Expense,Minor expenses,-6.7,108094.64
High income,Nicanor Viña,ES1952821467629187278376,TXN-67506481-135,2022-04-26T18:52:50,Portugalete,Expense,Minor expenses,-8.5,108086.14
High income,Nicanor Viña,ES1952821467629187278376,TXN-25189175-136,2022-04-28T20:49:17,Bilbao,Expense,Minor expenses,-5.74,108080.4
High income,Nicanor Viña,ES1952821467629187278376,TXN-21295272-137,2022-04-29T16:30:43,Durango,Expense,Minor expenses,-4.57,108075.82999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-10377943-138,2022-05-01T14:59:20,Bilbao,transfer,Salary,2838.01,110913.83999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-72868807-139,2022-05-01T14:59:20,Bilbao,transfer,Partner Salary,3016.17,113930.00999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-88632887-140,2022-05-01T17:15:08,Bilbao,Expense,Minor expenses,-6.81,113923.19999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-46955610-141,2022-05-05T08:29:33,Bilbao,Housing,Mortgage,-1191.26,112731.93999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-80331755-142,2022-05-05T14:55:57,Bilbao,Basic services,phone,-67.19,112664.74999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-60118657-143,2022-05-05T16:09:40,Bilbao,Expense,Minor expenses,-3.18,112661.56999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-9938728-144,2022-05-06T09:20:24,Bilbao,Basic services,internet,-56.91,112604.65999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-43482636-145,2022-05-06T09:54:25,Leioa,Expense,Minor expenses,-8.97,112595.68999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-295344-148,2022-05-07T13:37:27,Bilbao,Basic services,gas,-83.68,112374.14
High income,Nicanor Viña,ES1952821467629187278376,TXN-72936478-147,2022-05-07T13:41:07,Bilbao,Basic services,electricity,-92.12,112457.81999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-64345542-146,2022-05-07T14:59:59,Bilbao,Basic services,water,-45.75,112549.93999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-55312053-150,2022-05-09T08:37:18,Leioa,Expense,leisure,-91.5,111657.56
High income,Nicanor Viña,ES1952821467629187278376,TXN-65202362-149,2022-05-09T13:04:15,Bilbao,Expense,food,-625.08,111749.06
High income,Nicanor Viña,ES1952821467629187278376,TXN-17093465-151,2022-05-09T13:10:12,Bilbao,Expense,Minor expenses,-8.96,111648.59999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-6951828-152,2022-05-10T19:12:38,Eibar,Expense,Minor expenses,-8.66,111639.93999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-27324050-153,2022-05-11T17:40:02,Bilbao,Expense,Minor expenses,-3.84,111636.09999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-30566375-154,2022-05-13T14:15:11,Durango,Expense,Minor expenses,-4.19,111631.90999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-48922644-155,2022-05-14T10:49:44,Bilbao,Expense,transport,-173.83,111458.07999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-22748450-156,2022-05-14T12:51:12,Bilbao,Expense,Minor expenses,-3.37,111454.70999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-12489185-157,2022-05-15T15:38:57,Bilbao,Expense,Minor expenses,-7.54,111447.17
High income,Nicanor Viña,ES1952821467629187278376,TXN-80380063-158,2022-05-16T10:32:49,Bilbao,Expense,Minor expenses,-4.43,111442.74
High income,Nicanor Viña,ES1952821467629187278376,TXN-2236971-159,2022-05-17T14:50:59,Galdakao,Expense,leisure,-41.15,111401.59000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-93556161-160,2022-05-17T23:01:28,Bilbao,Expense,Minor expenses,-9.17,111392.42000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-36192953-161,2022-05-19T04:23:04,Bilbao,Expense,Minor expenses,-5.31,111387.11000000002
High income,Nicanor Viña,ES1952821467629187278376,TXN-22165859-162,2022-05-20T13:42:15,Bilbao,Expense,Minor expenses,-3.66,111383.45000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-11857238-163,2022-05-22T22:38:59,Bilbao,Expense,Minor expenses,-6.41,111377.04000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-46563656-164,2022-05-23T08:52:10,Bilbao,Expense,leisure,-256.58,111120.46
High income,Nicanor Viña,ES1952821467629187278376,TXN-54651409-165,2022-05-25T05:02:55,Berango,Expense,Minor expenses,-4.06,111116.40000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-51504017-166,2022-05-26T08:15:25,Bilbao,Expense,Minor expenses,-4.16,111112.24
High income,Nicanor Viña,ES1952821467629187278376,TXN-98997320-167,2022-05-29T08:16:23,Bilbao,Expense,transport,-133.07,110979.17
High income,Nicanor Viña,ES1952821467629187278376,TXN-15868902-169,2022-05-29T12:24:20,Bilbao,Expense,Minor expenses,-5.85,110570.7
High income,Nicanor Viña,ES1952821467629187278376,TXN-15810356-168,2022-05-29T23:15:53,Bilbao,Expense,clothing,-402.62,110576.55
High income,Nicanor Viña,ES1952821467629187278376,TXN-88746533-170,2022-05-30T23:19:21,Bilbao,Expense,Minor expenses,-5.58,110565.12
High income,Nicanor Viña,ES1952821467629187278376,TXN-21728687-171,2022-05-31T12:31:05,Bilbao,Expense,Minor expenses,-8.46,110556.65999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-12737309-174,2022-06-01T09:17:05,Bilbao,Expense,Minor expenses,-4.05,116406.78999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-98993033-172,2022-06-01T23:26:34,Bilbao,transfer,Salary,2838.01,113394.66999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-76287225-173,2022-06-01T23:26:34,Bilbao,transfer,Partner Salary,3016.17,116410.83999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-47189480-175,2022-06-02T16:12:13,Bilbao,Expense,Minor expenses,-9.41,116397.37999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-21460485-176,2022-06-03T09:57:39,Bilbao,Expense,Minor expenses,-8.14,116389.23999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-7352586-177,2022-06-04T11:05:43,Bilbao,Expense,Minor expenses,-9.06,116380.17999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-97594981-179,2022-06-05T14:02:49,Bilbao,Basic services,phone,-91.26,115097.65999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-69257874-178,2022-06-05T14:12:11,Bilbao,Housing,Mortgage,-1191.26,115188.91999999998
High income,Nicanor Viña,ES1952821467629187278376,TXN-87366789-180,2022-06-05T18:17:14,Bilbao,Expense,Minor expenses,-9.04,115088.62
High income,Nicanor Viña,ES1952821467629187278376,TXN-5889859-182,2022-06-06T15:16:14,Elciego,Expense,Minor expenses,-4.55,115008.84
High income,Nicanor Viña,ES1952821467629187278376,TXN-38691392-181,2022-06-06T17:00:16,Bilbao,Basic services,water,-75.23,115013.39
High income,Nicanor Viña,ES1952821467629187278376,TXN-4794297-183,2022-06-07T15:49:16,Bilbao,Basic services,internet,-67.82,114941.01999999999
High income,Nicanor Viña,ES1952821467629187278376,TXN-79084129-184,2022-06-08T17:57:40,Bilbao,Expense,Minor expenses,-3.15,114937.87
High income,Nicanor Viña,ES1952821467629187278376,TXN-79683475-185,2022-06-09T12:52:07,Bilbao,Expense,Minor expenses,-6.65,114931.22
High income,Nicanor Viña,ES1952821467629187278376,TXN-74050904-186,2022-06-10T12:55:01,Bilbao,Expense,Minor expenses,-5.04,114926.18000000001
High income,Nicanor Viña,ES1952821467629187278376,TXN-41440223-187,2022-06-11T21:36:19,Bilbao,Expense,Minor expenses,-7.87,114918.31000000001
