profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-57011947-30,2022-03-07T17:24:56,Bilbao,Basic services,phone,-41.34,-6328.53
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-46575510-31,2022-03-09T20:09:02,Bilbao,Expense,food,-473.14,-6801.67
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-2458646-32,2022-03-18T10:33:38,Bilbao,Expense,food,-514.83,-7316.5
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-84489542-33,2022-03-26T04:05:06,Barakaldo,Expense,healthcare,-99.6,-7416.1
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-56752753-34,2022-04-01T14:32:13,Bilbao,transfer,Salary,211.47,-7204.63
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-31444660-35,2022-04-01T14:32:13,Bilbao,transfer,Extra Income,21.15,-7183.4800000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-33236244-36,2022-04-05T20:29:49,Bilbao,Housing,Rent,-1029.42,-8212.900000000001
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-91618606-37,2022-04-07T16:14:47,Bilbao,Basic services,internet,-77.81,-8290.710000000001
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-97011769-38,2022-04-23T09:21:42,Bilbao,Expense,transport,-49.37,-8340.080000000002
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-94407772-39,2022-05-01T09:21:40,Bilbao,transfer,Salary,211.47,-8128.6100000000015
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-96351093-41,2022-05-05T09:31:37,Bilbao,Basic services,water,-40.53,-9198.560000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-71874437-40,2022-05-05T16:07:05,Bilbao,Housing,Rent,-1029.42,-9158.030000000002
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-82663207-42,2022-05-06T08:00:29,Bilbao,Basic services,water,-35.09,-9233.650000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-36283954-43,2022-05-07T12:42:34,Bilbao,Basic services,phone,-97.51,-9331.160000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-49291757-44,2022-05-10T15:29:05,Bilbao,Expense,repairs,-238.93,-9570.090000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-96368871-45,2022-05-16T14:05:04,Bilbao,Expense,leisure,-233.92,-9804.010000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-68498402-46,2022-05-24T12:18:44,Bilbao,Expense,food,-159.89,-9963.900000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-35911530-47,2022-06-01T14:54:08,Bilbao,transfer,Salary,211.47,-9752.430000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-91879184-48,2022-06-01T14:54:08,Bilbao,transfer,Bonus,218.51,-9533.920000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-24055213-49,2022-06-02T12:31:39,Bilbao,Expense,food,-765.9,-10299.820000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-32486099-50,2022-06-04T10:55:59,Bilbao,Expense,food,-510.92,-10810.740000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-20498946-55,2022-06-05T01:46:46,Bilbao,Expense,repairs,-757.52,-12708.080000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-29345532-52,2022-06-05T08:48:11,Bilbao,Basic services,gas,-22.99,-11863.150000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-19260166-54,2022-06-05T12:24:21,Bilbao,Basic services,phone,-20.33,-11950.560000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-98020172-51,2022-06-05T14:56:54,Bilbao,Housing,Rent,-1029.42,-11840.160000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-70435647-53,2022-06-05T19:27:13,Bilbao,Basic services,internet,-67.08,-11930.230000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-85380697-56,2022-06-07T19:47:09,Bilbao,Basic services,gas,-43.58,-12751.660000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-2863456-57,2022-06-30T13:22:43,Bilbao,Expense,food,-216.74,-12968.400000000003
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-46774646-58,2022-07-01T16:42:07,Bilbao,transfer,Salary,211.47,-12756.930000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-54664103-59,2022-07-01T16:42:07,Bilbao,transfer,Extra Income,21.15,-12735.780000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-85212766-60,2022-07-01T18:49:43,Bilbao,Expense,gifts,-367.36,-13103.140000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-77926007-61,2022-07-05T10:51:21,Bilbao,Housing,Rent,-1029.42,-14132.560000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-29895808-62,2022-07-06T09:39:34,Bilbao,Basic services,phone,-38.2,-14170.760000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-45679732-64,2022-07-07T11:57:37,Bilbao,Basic services,gas,-70.8,-14255.420000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-42241350-65,2022-07-07T12:21:01,Bilbao,Basic services,phone,-68.66,-14324.080000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-33959920-63,2022-07-07T12:23:00,Bilbao,Basic services,water,-13.86,-14184.620000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-81853589-66,2022-07-13T14:44:40,Bilbao,Expense,transport,-83.23,-14407.310000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-15736318-67,2022-08-01T15:43:54,Bilbao,transfer,Salary,211.47,-14195.840000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-13768579-68,2022-08-05T08:33:19,Bilbao,Housing,Rent,-1029.42,-15225.260000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-13342632-69,2022-08-05T23:28:43,Bilbao,Basic services,gas,-17.98,-15243.240000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-67462931-72,2022-08-06T09:46:34,Bilbao,Basic services,gas,-60.12,-15391.880000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-72373350-71,2022-08-06T13:06:59,Bilbao,Basic services,electricity,-42.6,-15331.760000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-57183711-70,2022-08-06T13:49:14,Bilbao,Basic services,water,-45.92,-15289.160000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-24278281-75,2022-08-07T11:37:56,Bilbao,Basic services,phone,-76.1,-15552.300000000007
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-44908007-73,2022-08-07T15:44:37,Bilbao,Basic services,gas,-37.56,-15429.440000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-93527590-74,2022-08-07T19:25:45,Bilbao,Basic services,internet,-46.76,-15476.200000000006
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-32127062-76,2022-08-15T12:44:12,Llodio,Expense,transport,-147.17,-15699.470000000007
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-66546535-77,2022-08-21T20:34:19,Bilbao,Expense,travel,-1121.09,-16820.560000000005
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-29970004-78,2022-09-01T15:36:14,Bilbao,transfer,Salary,211.47,-16609.090000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-73804308-79,2022-09-05T14:46:06,Bilbao,Housing,Rent,-1029.42,-17638.510000000002
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-16060100-80,2022-09-05T19:50:49,Bilbao,Basic services,internet,-76.28,-17714.79
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-87325798-82,2022-09-06T16:54:31,Bilbao,Basic services,gas,-52.61,-17814.07
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-80326703-81,2022-09-06T18:57:59,Bilbao,Basic services,water,-46.67,-17761.46
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-67064486-84,2022-09-07T10:59:04,Bilbao,Basic services,internet,-51.71,-17928.84
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-31122618-83,2022-09-07T22:09:35,Bilbao,Basic services,electricity,-63.06,-17877.13
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-58421434-85,2022-09-10T18:09:08,Leioa,Expense,clothing,-221.2,-18150.04
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-23753075-86,2022-09-15T22:39:28,Salvatierra/Agurain,Expense,food,-577.29,-18727.33
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-25657264-87,2022-09-18T18:56:46,Bilbao,Expense,gifts,-192.18,-18919.510000000002
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-21476408-88,2022-09-19T22:43:04,Bilbao,Expense,clothing,-485.1,-19404.61
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-7620706-91,2022-10-01T13:13:04,Zuia,Expense,leisure,-147.97,-19319.96
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-55112457-89,2022-10-01T13:53:38,Bilbao,transfer,Salary,211.47,-19193.14
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-59016513-90,2022-10-01T13:53:38,Bilbao,transfer,Extra Income,21.15,-19171.989999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-95538524-95,2022-10-05T03:28:26,Bilbao,Basic services,internet,-56.22,-20496.86
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-95613875-94,2022-10-05T17:20:42,Bilbao,Basic services,gas,-60.79,-20440.64
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-52415232-92,2022-10-05T19:32:20,Bilbao,Housing,Rent,-1029.42,-20349.379999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-83439177-93,2022-10-05T20:32:06,Bilbao,Basic services,water,-30.47,-20379.85
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-34090017-96,2022-10-06T18:45:19,Bilbao,Basic services,electricity,-51.77,-20548.63
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-46268620-97,2022-10-07T09:40:54,Bilbao,Basic services,phone,-32.06,-20580.690000000002
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-35374659-98,2022-10-16T11:46:05,Bilbao,Expense,clothing,-159.37,-20740.06
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-55029222-99,2022-10-19T23:25:37,Bilbao,Expense,travel,-553.26,-21293.32
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-31018453-100,2022-11-01T19:19:38,Bilbao,transfer,Salary,211.47,-21081.85
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-38293399-102,2022-11-04T14:05:26,Bilbao,Expense,healthcare,-337.12,-21587.67
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-63073426-101,2022-11-04T17:07:33,Bilbao,Expense,transport,-168.7,-21250.55
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-44389349-104,2022-11-05T08:29:29,Bilbao,Basic services,water,-62.53,-22679.619999999995
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-36363953-103,2022-11-05T11:14:32,Bilbao,Housing,Rent,-1029.42,-22617.089999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-21305113-105,2022-11-06T20:42:23,Bilbao,Expense,leisure,-203.63,-22883.249999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-74086326-106,2022-11-07T08:34:14,Bilbao,Basic services,phone,-82.08,-22965.329999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-51758953-107,2022-11-07T18:16:22,Bilbao,Expense,travel,-2838.62,-25803.949999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-13320402-108,2022-11-10T15:36:57,Bilbao,Expense,leisure,-146.36,-25950.309999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-95919948-109,2022-11-26T15:51:08,Bilbao,Expense,food,-498.5,-26448.809999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-60721672-113,2022-12-01T09:35:59,Bilbao,Expense,transport,-59.94,-26048.339999999993
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-1692010-110,2022-12-01T18:27:47,Bilbao,transfer,Salary,211.47,-26237.339999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-25435829-111,2022-12-01T18:27:47,Bilbao,transfer,Extra Income,21.15,-26216.189999999995
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-24434590-112,2022-12-01T18:27:47,Bilbao,transfer,Bonus,227.79,-25988.399999999994
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-95088847-115,2022-12-05T13:01:19,Bilbao,Basic services,phone,-28.13,-27105.889999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-52041218-116,2022-12-05T16:59:29,Bilbao,Expense,travel,-846.81,-27952.699999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-64203065-114,2022-12-05T19:49:33,Bilbao,Housing,Rent,-1029.42,-27077.759999999995
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-74547968-119,2022-12-06T02:33:10,Bilbao,Basic services,gas,-68.36,-28200.489999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-47089861-118,2022-12-06T12:07:15,Bilbao,Basic services,electricity,-117.02,-28132.129999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-704259-120,2022-12-06T12:42:53,Bilbao,Basic services,internet,-54.32,-28254.809999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-19792408-117,2022-12-06T20:12:47,Bilbao,Basic services,water,-62.41,-28015.109999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-5151727-121,2022-12-07T10:07:17,Bilbao,Basic services,phone,-45.04,-28299.85
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-8478832-122,2022-12-07T23:24:42,Alegría-Dulantzi,Expense,appliances,-1691.78,-29991.629999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-39833992-123,2022-12-08T17:04:32,Bilbao,Expense,leisure,-84.85,-30076.479999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-83173274-124,2022-12-08T22:52:57,Bilbao,Expense,education,-725.15,-30801.629999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-83978401-125,2022-12-17T08:52:07,Bilbao,Expense,healthcare,-98.02,-30899.649999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-4345567-126,2022-12-22T12:06:47,Bilbao,Expense,healthcare,-198.82,-31098.469999999998
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-6129130-127,2023-01-01T11:34:25,Bilbao,transfer,Salary,211.47,-30886.999999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-52277213-128,2023-01-01T16:25:27,Bilbao,Expense,repairs,-337.88,-31224.879999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-28876653-129,2023-01-05T17:00:46,Bilbao,Housing,Rent,-1029.42,-32254.299999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-28226188-130,2023-01-06T19:39:56,Bilbao,Basic services,internet,-35.2,-32289.499999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-70710116-133,2023-01-07T09:56:58,Bilbao,Basic services,phone,-40.52,-32467.949999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-99909987-134,2023-01-07T13:33:30,Bilbao,Expense,food,-630.21,-33098.159999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-26502341-132,2023-01-07T14:26:49,Bilbao,Basic services,electricity,-89.84,-32427.429999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-51654301-131,2023-01-07T17:21:37,Bilbao,Basic services,water,-48.09,-32337.589999999997
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-73622702-135,2023-01-29T08:14:25,Bilbao,Expense,transport,-156.11,-33254.27
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-62509229-136,2023-02-01T16:02:17,Bilbao,transfer,Salary,211.47,-33042.799999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-58738223-139,2023-02-05T08:13:52,Bilbao,Basic services,gas,-62.24,-34167.219999999994
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-87872101-137,2023-02-05T08:47:03,Bilbao,Housing,Rent,-1029.42,-34072.219999999994
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-27868973-138,2023-02-05T12:30:15,Bilbao,Basic services,water,-32.76,-34104.979999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-78529805-140,2023-02-06T04:37:16,Bilbao,Basic services,water,-19.59,-34186.80999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-59986152-143,2023-02-07T13:44:20,Bilbao,Basic services,phone,-66.79,-34330.99
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-18692744-141,2023-02-07T18:13:05,Bilbao,Basic services,electricity,-30.66,-34217.469999999994
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-56658785-142,2023-02-07T19:26:39,Bilbao,Basic services,gas,-46.73,-34264.2
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-36501586-144,2023-02-14T14:08:27,Bilbao,Expense,repairs,-670.47,-35001.46
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-95398471-145,2023-02-22T13:39:36,Bilbao,Expense,healthcare,-272.23,-35273.69
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-11675248-146,2023-02-24T08:29:54,Bilbao,Expense,transport,-124.65,-35398.340000000004
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-28153024-147,2023-03-01T17:03:16,Bilbao,transfer,Salary,211.47,-35186.87
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-62851509-148,2023-03-01T17:03:16,Bilbao,transfer,Extra Income,21.15,-35165.72
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-59464427-149,2023-03-05T18:07:08,Bilbao,Housing,Rent,-1029.42,-36195.14
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-89323621-150,2023-03-05T20:19:20,Bilbao,Basic services,phone,-70.14,-36265.28
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-64855516-151,2023-03-06T11:17:19,Bilbao,Basic services,electricity,-53.79,-36319.07
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-38992779-152,2023-03-06T15:46:42,Bilbao,Basic services,gas,-66.45,-36385.52
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-36040014-153,2023-03-07T13:49:16,Bilbao,Basic services,water,-53.28,-36438.799999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-49491099-154,2023-03-07T20:37:21,Bilbao,Basic services,electricity,-115.65,-36554.45
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-52925759-155,2023-03-07T23:25:15,Bilbao,Basic services,internet,-51.78,-36606.229999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-78737576-156,2023-03-08T15:41:58,Bilbao,Expense,repairs,-738.18,-37344.409999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-24337382-157,2023-03-23T15:47:23,Bilbao,Expense,leisure,-195.39,-37539.799999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-40160483-158,2023-04-01T20:13:26,Bilbao,transfer,Salary,211.47,-37328.329999999994
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-55548568-159,2023-04-04T08:49:36,Bilbao,Expense,healthcare,-44.44,-37372.77
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-79048987-160,2023-04-05T02:25:42,Bilbao,Housing,Rent,-1029.42,-38402.189999999995
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-70100329-161,2023-04-05T11:44:18,Bilbao,Basic services,electricity,-23.22,-38425.409999999996
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-45521987-162,2023-04-05T16:51:42,Bilbao,Basic services,phone,-56.31,-38481.719999999994
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-42183342-163,2023-04-06T13:48:23,Bilbao,Basic services,electricity,-22.53,-38504.24999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-18251815-164,2023-04-07T00:54:35,Bilbao,Basic services,water,-25.6,-38529.84999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-53345255-165,2023-04-07T12:04:26,Bilbao,Basic services,phone,-24.18,-38554.02999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-17680924-166,2023-04-16T13:26:21,Bilbao,Expense,food,-417.79,-38971.81999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-32976581-167,2023-04-18T16:40:11,Bilbao,Expense,food,-764.61,-39736.42999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-46717494-168,2023-04-25T23:46:46,Erandio,Expense,clothing,-202.68,-39939.10999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-29802602-169,2023-04-29T18:47:55,Bilbao,Expense,education,-700.24,-40639.34999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-21158073-170,2023-05-01T08:02:35,Bilbao,transfer,Salary,211.47,-40427.87999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-67849695-171,2023-05-01T08:02:35,Bilbao,transfer,Extra Income,21.15,-40406.72999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-93640251-172,2023-05-05T08:46:24,Bilbao,Housing,Rent,-1029.42,-41436.14999999999
Very Low income,Mamen Jara-Santiago,ES4236063369980838136789,TXN-56872843-174,2023-05-05T10:20:12,Bilbao,Basic services,gas,-20.22,-41527.62999999999
