profile,name,surname,birth_date,dni,email,password,iban,assets,trx_date,trx_city,trx_type,trx_cat,trx_amount,balance
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-06T10:46:06,Bilbao,expenses,gas,-90.38,2643.75
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-06T10:50:16,Bilbao,expenses,transport,-70.5,2573.25
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-07T17:03:10,Bilbao,expenses,phone,-54.38,2518.87
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-07T19:53:19,Bilbao,expenses,education,-67.62,2451.25
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-07T16:01:52,Bilbao,expenses,cash,-100.0,2351.25
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-08T20:19:10,Bilbao,expenses,travel,-545.28,1805.97
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-08T08:23:11,Bilbao,expenses,appliances,-208.76,1597.21
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-09T14:08:13,Bilbao,expenses,food,-103.43,1493.78
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-10T10:14:38,Bilbao,expenses,cash,-100.0,1393.78
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-11T12:04:18,Bilbao,expenses,repairs,-108.94,1284.84
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-12T07:29:47,Bilbao,expenses,cash,-100.0,1184.84
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-15T16:08:45,Bilbao,expenses,education,-73.81,1111.03
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-15T11:13:29,Bilbao,expenses,cash,-100.0,1011.03
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-17T15:17:06,Bilbao,expenses,gifts,-314.72,696.31
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-18T11:24:10,Bilbao,expenses,food,-105.96,590.35
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-20T14:49:22,Bilbao,expenses,food,-93.25,497.1
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-25T13:19:34,Bilbao,expenses,healthcare,-96.62,400.48
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-25T11:17:51,Bilbao,expenses,education,-48.7,351.78
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-26T20:17:36,Bilbao,expenses,gifts,-627.03,-275.25
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-27T17:58:13,Bilbao,expenses,cash,-100.0,-375.25
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-27T20:42:22,Bilbao,expenses,appliances,-186.44,-561.69
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-28T14:12:32,Bilbao,expenses,food,-88.15,-649.84
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-02-28T18:59:10,Bilbao,expenses,healthcare,-113.24,-763.08
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-01T03:35:08,Bilbao,incomes,salary,2754.59,1991.51
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-01T03:35:08,Bilbao,incomes,extra_income,458.89,2450.4
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-01T12:13:49,Bilbao,expenses,leisure,-75.13,2375.27
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-01T18:23:56,Bilbao,expenses,cash,-100.0,2275.27
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-01T17:18:03,Bilbao,expenses,gifts,-604.9,1670.37
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-02T18:19:37,Bilbao,expenses,transport,-48.51,1621.86
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-05T12:49:19,Bilbao,expenses,rent,-1060.27,561.59
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-05T08:54:47,Bilbao,expenses,internet,-57.85,503.74
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-05T21:46:43,Bilbao,expenses,phone,-50.24,453.5
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-05T08:05:19,Bilbao,expenses,transport,-49.83,403.67
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-05T12:36:13,Bilbao,expenses,leisure,-65.9,337.77
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-07T19:45:22,Bilbao,expenses,cash,-100.0,237.77
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-08T10:22:02,Bilbao,expenses,electricity,-113.46,124.31
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-08T12:42:03,Bilbao,expenses,gas,-120.85,3.46
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-10T13:37:33,Bilbao,expenses,food,-87.65,-84.19
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-10T16:51:05,Bilbao,expenses,clothing,-151.36,-235.55
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-10T08:04:47,Bilbao,expenses,gifts,-195.44,-430.99
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-15T19:53:21,Bilbao,expenses,food,-117.44,-548.43
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-16T00:13:53,Bilbao,expenses,transport,-61.03,-609.46
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-16T14:55:54,Bilbao,expenses,leisure,-50.96,-660.42
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-18T21:26:41,Bilbao,expenses,cash,-100.0,-760.42
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-18T02:10:06,Bilbao,expenses,repairs,-153.46,-913.88
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-20T15:39:15,Bilbao,expenses,cash,-100.0,-1013.88
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-20T10:43:00,Bilbao,expenses,repairs,-48.65,-1062.53
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-21T22:25:37,Bilbao,expenses,food,-80.71,-1143.24
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-21T13:19:38,Bilbao,expenses,education,-44.79,-1188.03
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-26T12:41:17,Bilbao,expenses,food,-110.03,-1298.06
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-26T18:20:03,Bilbao,expenses,cash,-100.0,-1398.06
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-28T08:05:42,Bilbao,expenses,food,-78.7,-1476.76
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-28T14:40:33,Bilbao,expenses,leisure,-26.06,-1502.82
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-03-31T20:17:37,Bilbao,expenses,food,-112.71,-1615.53
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-01T16:16:20,Bilbao,incomes,salary,2754.59,1139.06
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-05T16:32:17,Bilbao,expenses,rent,-1060.27,78.79
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-05T11:34:06,Bilbao,expenses,internet,-57.85,20.94
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-05T11:17:30,Bilbao,expenses,phone,-48.92,-27.98
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-06T18:17:07,Bilbao,expenses,water,-47.84,-75.82
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-06T12:26:47,Bilbao,expenses,phone,-58.27,-134.09
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-06T09:57:31,Bilbao,expenses,food,-102.75,-236.84
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-07T20:57:00,Bilbao,expenses,electricity,-90.4,-327.24
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-07T05:29:44,Bilbao,expenses,phone,-50.56,-377.8
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-07T22:20:31,Bilbao,expenses,food,-101.76,-479.56
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-07T03:03:09,Bilbao,expenses,education,-43.79,-523.35
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-07T11:14:36,Bilbao,expenses,cash,-100.0,-623.35
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-08T09:06:42,Bilbao,expenses,internet,-57.85,-681.2
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-08T20:30:14,Bilbao,expenses,phone,-58.41,-739.61
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-08T11:55:41,Bilbao,expenses,cash,-100.0,-839.61
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-11T19:24:45,Bilbao,expenses,food,-118.36,-957.97
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-11T18:24:50,Bilbao,expenses,transport,-61.89,-1019.86
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-12T08:50:15,Bilbao,expenses,leisure,-77.59,-1097.45
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-14T14:44:50,Bilbao,expenses,cash,-100.0,-1197.45
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-15T15:53:43,Bilbao,expenses,cash,-100.0,-1297.45
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-15T18:19:47,Bilbao,expenses,repairs,-155.11,-1452.56
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-16T14:40:21,Bilbao,expenses,appliances,-301.92,-1754.48
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-16T20:35:43,Bilbao,expenses,repairs,-258.53,-2013.01
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-17T12:03:21,Bilbao,expenses,leisure,-62.75,-2075.76
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-17T17:23:43,Bilbao,expenses,cash,-100.0,-2175.76
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-18T11:12:22,Bilbao,expenses,leisure,-35.9,-2211.66
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-18T22:09:30,Bilbao,expenses,repairs,-91.81,-2303.47
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-21T11:46:40,Bilbao,expenses,leisure,-83.63,-2387.1
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-23T12:55:53,Bilbao,expenses,repairs,-272.26,-2659.36
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-24T18:44:29,Bilbao,expenses,leisure,-18.79,-2678.15
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-26T12:31:18,Bilbao,expenses,healthcare,-165.71,-2843.86
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-26T10:06:34,Bilbao,expenses,cash,-100.0,-2943.86
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-27T18:55:10,Bilbao,expenses,food,-96.66,-3040.52
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-28T16:13:54,Bilbao,expenses,repairs,-296.83,-3337.35
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-29T15:25:19,Bilbao,expenses,cash,-100.0,-3437.35
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-04-30T10:24:29,Bilbao,expenses,healthcare,-115.95,-3553.3
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-01T15:21:39,Bilbao,incomes,salary,2754.59,-798.71
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-02T04:50:13,Bilbao,expenses,food,-64.53,-863.24
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-02T18:33:18,Bilbao,expenses,leisure,-53.77,-917.01
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-02T18:46:09,Bilbao,expenses,cash,-100.0,-1017.01
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-04T12:59:02,Bilbao,expenses,repairs,-129.3,-1146.31
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-05T09:21:43,Bilbao,expenses,rent,-1060.27,-2206.58
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-05T08:24:54,Bilbao,expenses,internet,-57.85,-2264.43
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-05T23:06:41,Bilbao,expenses,food,-74.41,-2338.84
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-06T08:04:41,Bilbao,expenses,gas,-98.03,-2436.87
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-06T20:19:11,Bilbao,expenses,transport,-88.07,-2524.94
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-06T15:39:31,Bilbao,expenses,leisure,-72.09,-2597.03
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-07T18:00:46,Bilbao,expenses,internet,-57.85,-2654.88
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-07T13:29:31,Bilbao,expenses,repairs,-160.1,-2814.98
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-08T13:21:57,Bilbao,expenses,gas,-71.69,-2886.67
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-08T12:44:48,Bilbao,expenses,repairs,-152.08,-3038.75
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-09T12:49:57,Bilbao,expenses,transport,-85.48,-3124.23
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-12T10:17:43,Bilbao,expenses,food,-66.78,-3191.01
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-12T16:03:17,Bilbao,expenses,cash,-100.0,-3291.01
buyer_1,Aitor,López,1996-08-10,36223003G,aitor.lopez@awesometech.com,972820,ES66209590029379665539,3027.55,2022-05-14T05:24:37,Bilbao,expenses,food,-85.42,-3376.43
