profile,customer,account,transaction_ref_id,timestamp,city,transaction_type,transaction_category,amount_eur,balance
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-90179000-55,2022-02-09T18:20:05,Bilbao,Expense,Minor expenses,-9.04,27933.82
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-52088505-56,2022-02-10T09:02:38,Bilbao,Expense,healthcare,-187.55,27746.27
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-8525334-57,2022-02-10T12:14:13,Bilbao,Expense,Minor expenses,-3.04,27743.23
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-67916074-58,2022-02-11T10:39:37,Bilbao,Expense,Minor expenses,-8.85,27734.38
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-34871120-59,2022-02-12T08:43:26,Bilbao,Expense,Minor expenses,-5.2,27729.18
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-67011759-60,2022-02-13T12:38:53,Bilbao,Expense,Minor expenses,-5.64,27723.54
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-53217242-61,2022-02-15T10:46:20,Bilbao,Expense,Minor expenses,-5.78,27717.760000000002
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-78856080-62,2022-02-16T08:17:41,Bilbao,Expense,Minor expenses,-3.93,27713.83
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-47989151-63,2022-02-19T18:11:40,Bilbao,Expense,Car expenses,-33.26,27680.570000000003
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-41826623-66,2022-02-21T10:04:11,Bilbao,Expense,Minor expenses,-4.79,27324.18
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-22164195-64,2022-02-21T12:26:17,Bilbao,Expense,leisure,-221.2,27459.370000000003
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-66091215-65,2022-02-21T14:08:33,Bilbao,Expense,Car expenses,-130.4,27328.97
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-79498464-67,2022-02-22T12:01:40,Oyón-Oion,Expense,Minor expenses,-3.95,27320.23
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-84015482-68,2022-02-23T10:21:03,Bilbao,Expense,transport,-187.57,27132.66
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-5351942-69,2022-02-23T11:11:05,Bilbao,Expense,Minor expenses,-6.78,27125.88
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-14350951-70,2022-02-25T09:04:20,Bilbao,Expense,Minor expenses,-6.27,27119.61
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-80359447-71,2022-02-26T18:30:34,Lasarte-Oria,Expense,Minor expenses,-6.73,27112.88
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-63024341-72,2022-02-27T22:28:50,Basauri,Expense,Minor expenses,-3.13,27109.75
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-96642625-73,2022-02-28T08:03:48,Bilbao,Expense,Minor expenses,-5.18,27104.57
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-68022571-76,2022-03-01T11:54:46,Bilbao,Expense,Minor expenses,-9.32,33013.78
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-60406826-74,2022-03-01T13:41:15,Bilbao,transfer,Salary,3172.24,30276.809999999998
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-60638764-75,2022-03-01T13:41:15,Bilbao,transfer,Partner Salary,2746.29,33023.1
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-95077589-77,2022-03-02T08:03:40,Bilbao,Expense,Minor expenses,-7.78,33006.0
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-94800548-80,2022-03-04T02:03:09,Bilbao,Expense,Minor expenses,-9.28,32119.43
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-36244721-78,2022-03-04T16:10:41,Bilbao,Expense,food,-592.24,32413.76
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-44703503-79,2022-03-04T17:11:25,Bilbao,Expense,healthcare,-285.05,32128.71
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-35680489-81,2022-03-05T03:17:51,Bilbao,Housing,Mortgage,-1219.45,30899.98
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-18133301-82,2022-03-05T08:47:57,Bilbao,Basic services,water,-23.25,30876.73
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-52700609-83,2022-03-05T20:53:33,Bilbao,Expense,Minor expenses,-7.08,30869.649999999998
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-32798433-85,2022-03-06T15:48:09,Bilbao,Basic services,phone,-63.1,30710.78
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-89431421-84,2022-03-06T17:07:53,Bilbao,Basic services,electricity,-95.77,30773.879999999997
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-14351957-86,2022-03-07T19:37:33,Bilbao,Expense,Minor expenses,-7.84,30702.94
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-74544431-87,2022-03-08T19:47:15,Bilbao,Expense,Minor expenses,-3.13,30699.809999999998
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-42775644-88,2022-03-10T15:36:30,Bilbao,Expense,Minor expenses,-9.11,30690.699999999997
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-85183653-89,2022-03-11T10:06:15,Bilbao,Expense,Minor expenses,-4.56,30686.139999999996
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-39954511-90,2022-03-12T23:03:22,Bilbao,Expense,food,-358.55,30327.589999999997
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-92013556-91,2022-03-13T19:43:25,Labastida/Bastida,Expense,Minor expenses,-9.6,30317.989999999998
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-80605721-92,2022-03-16T11:21:46,Errenteria,Expense,Minor expenses,-5.38,30312.609999999997
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-98164130-93,2022-03-18T16:51:03,Bilbao,Expense,Minor expenses,-4.08,30308.529999999995
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-66480280-94,2022-03-20T07:39:13,Bilbao,Expense,Minor expenses,-4.16,30304.369999999995
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-21621457-95,2022-03-22T11:41:56,Getxo,Expense,Minor expenses,-5.51,30298.859999999997
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-53786612-96,2022-03-23T19:02:53,Bilbao,Expense,Minor expenses,-7.39,30291.469999999998
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-94407638-97,2022-03-24T14:03:17,Bilbao,Expense,Minor expenses,-4.76,30286.71
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-85623987-98,2022-03-25T16:41:48,Basauri,Expense,Minor expenses,-7.71,30279.0
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-92730969-99,2022-03-26T17:23:25,Bermeo,Expense,Minor expenses,-3.21,30275.79
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-14243466-100,2022-03-28T15:16:32,Bilbao,Expense,Minor expenses,-9.2,30266.59
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-4282808-101,2022-03-29T22:09:00,Bilbao,Expense,Minor expenses,-9.65,30256.94
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-66196645-102,2022-03-30T13:54:42,Bilbao,Expense,Minor expenses,-7.75,30249.19
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-52472504-103,2022-03-31T09:12:12,Bilbao,Expense,Minor expenses,-4.44,30244.75
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-14903590-106,2022-04-01T17:15:14,Bilbao,Expense,Minor expenses,-6.24,36157.04
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-52434123-104,2022-04-01T20:38:41,Bilbao,transfer,Salary,3172.24,33416.99
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-42021981-105,2022-04-01T20:38:41,Bilbao,transfer,Partner Salary,2746.29,36163.28
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-20723075-107,2022-04-02T09:02:25,Bilbao,Expense,Minor expenses,-7.2,36149.840000000004
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-25078868-108,2022-04-03T20:52:34,Bilbao,Expense,Pet expenses,-114.21,36035.630000000005
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-28366006-109,2022-04-04T00:40:10,Bilbao,Expense,Car expenses,-105.92,35929.71000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-74842362-110,2022-04-04T20:41:23,Bilbao,Expense,Minor expenses,-4.09,35925.62000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-54262384-112,2022-04-05T08:55:34,Bilbao,Basic services,internet,-40.11,34666.06000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-1952435-111,2022-04-05T10:36:31,Bilbao,Housing,Mortgage,-1219.45,34706.17000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-60425382-113,2022-04-05T19:56:11,Bilbao,Basic services,phone,-25.84,34640.220000000016
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-6338549-114,2022-04-06T18:16:36,Bilbao,Basic services,internet,-69.26,34570.960000000014
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-18254627-117,2022-04-07T13:06:36,Bilbao,Basic services,internet,-46.84,34455.500000000015
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-45336848-118,2022-04-07T15:46:08,Bilbao,Basic services,phone,-41.58,34413.92000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-8529510-115,2022-04-07T18:04:53,Bilbao,Basic services,water,-49.07,34521.890000000014
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-63440-116,2022-04-07T23:28:38,Bilbao,Basic services,gas,-19.55,34502.34000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-516238-119,2022-04-08T18:56:32,Bilbao,Expense,Minor expenses,-4.05,34409.87000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-50903433-120,2022-04-09T11:51:53,Bilbao,Expense,Minor expenses,-5.0,34404.87000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-56288564-121,2022-04-10T17:26:32,Andoain,Expense,Minor expenses,-9.87,34395.00000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-37169099-122,2022-04-11T16:55:19,Bilbao,Expense,Minor expenses,-8.03,34386.97000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-96682326-124,2022-04-12T04:23:37,Basauri,Expense,Minor expenses,-5.1,34134.69000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-29108427-123,2022-04-12T10:41:56,Alegría-Dulantzi,Expense,Children expenses,-247.18,34139.79000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-39432130-125,2022-04-13T05:17:10,Bilbao,Expense,food,-729.72,33404.97000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-5517196-126,2022-04-13T08:13:07,Labastida/Bastida,Expense,Minor expenses,-9.22,33395.75000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-93883110-127,2022-04-14T23:45:03,Iruña de Oca,Expense,leisure,-298.89,33096.86000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-24347518-128,2022-04-15T15:18:25,Bilbao,Expense,Minor expenses,-3.04,33093.82000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-73058842-129,2022-04-16T17:55:39,Bilbao,Expense,Minor expenses,-7.08,33086.740000000005
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-73359857-130,2022-04-18T18:57:31,Bilbao,Expense,Minor expenses,-7.0,33079.740000000005
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-18248442-131,2022-04-20T09:34:25,Bilbao,Expense,Minor expenses,-6.85,33072.89000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-15236900-132,2022-04-21T08:10:18,Bilbao,Expense,Minor expenses,-3.99,33068.90000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-29841298-133,2022-04-23T23:47:20,Bilbao,Expense,Minor expenses,-9.2,33059.70000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-73772278-134,2022-04-24T20:13:46,Bilbao,Expense,Minor expenses,-8.92,33050.78000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-27287967-135,2022-04-25T16:57:18,Bilbao,Expense,Minor expenses,-9.29,33041.49000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-8096630-136,2022-04-26T10:18:15,Bilbao,Expense,Minor expenses,-7.75,33033.74000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-3808959-137,2022-04-28T09:44:15,Bilbao,Expense,Minor expenses,-3.32,33030.42000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-51354112-138,2022-04-29T16:49:43,Bilbao,Expense,Children expenses,-529.98,32500.440000000013
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-25502596-139,2022-04-29T17:22:10,Bilbao,Expense,Minor expenses,-4.02,32496.420000000013
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-24775654-140,2022-04-30T11:59:58,Berango,Expense,Minor expenses,-5.08,32491.34000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-99554679-143,2022-05-01T09:27:00,Getxo,Expense,Minor expenses,-9.0,38400.87000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-6434445-141,2022-05-01T12:48:37,Bilbao,transfer,Salary,3172.24,35663.58000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-68794555-142,2022-05-01T12:48:37,Bilbao,transfer,Partner Salary,2746.29,38409.87000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-63683034-144,2022-05-02T23:42:37,Portugalete,Expense,Minor expenses,-7.19,38393.68000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-80201371-146,2022-05-05T15:54:37,Bilbao,Basic services,phone,-70.13,37104.10000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-5291042-147,2022-05-05T17:20:23,Bilbao,Expense,Minor expenses,-6.0,37098.10000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-72107546-145,2022-05-05T22:08:44,Bilbao,Housing,Mortgage,-1219.45,37174.23000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-59575876-149,2022-05-06T04:14:20,Bilbao,Basic services,internet,-35.54,37008.02000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-85592271-148,2022-05-06T09:43:49,Bilbao,Basic services,gas,-54.54,37043.56000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-70858749-151,2022-05-06T17:36:40,Sopela,Expense,Minor expenses,-8.12,36952.87000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-20199780-150,2022-05-06T18:59:52,Bilbao,Basic services,phone,-47.03,36960.99000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-69821630-153,2022-05-07T10:40:03,Bilbao,Expense,Minor expenses,-4.31,36931.98000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-94563682-152,2022-05-07T20:16:44,Bilbao,Basic services,gas,-16.58,36936.29000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-96285859-154,2022-05-08T11:59:28,Bilbao,Expense,Minor expenses,-5.84,36926.140000000014
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-29086996-155,2022-05-10T13:08:43,Bilbao,Expense,Minor expenses,-7.44,36918.70000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-56262848-156,2022-05-11T12:37:14,Bilbao,Expense,Minor expenses,-8.44,36910.26000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-96837181-157,2022-05-12T05:41:45,Pasaia,Expense,Minor expenses,-5.98,36904.280000000006
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-82722855-158,2022-05-13T20:51:42,Bilbao,Expense,Minor expenses,-9.83,36894.450000000004
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-3134428-159,2022-05-15T18:16:53,Bilbao,Expense,Minor expenses,-6.61,36887.840000000004
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-79156330-160,2022-05-16T23:12:16,Bilbao,Expense,Minor expenses,-3.52,36884.32000000001
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-50354879-161,2022-05-17T04:33:45,Bilbao,Expense,Minor expenses,-5.51,36878.810000000005
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-49739092-162,2022-05-18T15:42:02,Bilbao,Expense,Minor expenses,-8.03,36870.780000000006
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-93358626-163,2022-05-19T19:00:15,Bilbao,Expense,Minor expenses,-9.08,36861.700000000004
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-11822286-164,2022-05-20T07:56:31,Bilbao,Expense,Pet expenses,-92.36,36769.340000000004
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-96640091-165,2022-05-20T11:32:57,Bilbao,Expense,Minor expenses,-3.79,36765.55
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-69965116-166,2022-05-21T20:34:31,Bilbao,Expense,Minor expenses,-9.87,36755.68
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-30053776-167,2022-05-23T16:53:32,Andoain,Expense,Minor expenses,-9.85,36745.83
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-78916821-168,2022-05-24T13:51:11,Alegría-Dulantzi,Expense,Minor expenses,-4.01,36741.82
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-47481515-169,2022-05-25T05:09:02,Bilbao,Expense,Minor expenses,-5.2,36736.62
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-79655264-170,2022-05-26T08:09:30,Bilbao,Expense,transport,-28.73,36707.89
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-83342022-171,2022-05-27T18:56:18,Bilbao,Expense,Minor expenses,-6.96,36700.93
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-49402659-172,2022-05-28T17:36:54,Bilbao,Expense,Minor expenses,-5.38,36695.55
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-93121658-173,2022-05-29T19:42:27,Bilbao,Expense,Minor expenses,-4.24,36691.310000000005
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-63457609-174,2022-05-30T10:41:03,Bilbao,Expense,Minor expenses,-7.94,36683.37
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-64462231-175,2022-05-31T23:05:52,Bilbao,Expense,Minor expenses,-7.13,36676.240000000005
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-25641999-178,2022-06-01T11:01:42,Bilbao,Expense,food,-407.24,42187.530000000006
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-94888081-179,2022-06-01T15:38:48,Errenteria,Expense,Minor expenses,-8.87,42178.66
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-50093832-176,2022-06-01T20:28:25,Bilbao,transfer,Salary,3172.24,39848.48
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-71859539-177,2022-06-01T20:28:25,Bilbao,transfer,Partner Salary,2746.29,42594.770000000004
High income,Clemente Girona Tapia,ES9559332145727142034662,TXN-85790376-181,2022-06-02T17:09:56,Bilbao,Expense,Minor expenses,-4.51,41762.810000000005
