profile,name,surname,birth_date,dni,email,password,city,iban,balance,category,amount,timestamp
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-50.29,2022-01-09T18:26:28
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-86.48,2022-01-13T08:11:55
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-230.1,2022-01-14T20:01:07
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-120.03,2022-01-15T14:22:32
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-407.98,2022-01-15T17:54:54
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gifts,-246.96,2022-01-15T10:09:13
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-109.19,2022-01-19T17:26:46
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-86.5,2022-01-20T09:44:54
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-01-21T09:16:00
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-59.38,2022-01-22T14:52:25
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,car,-254.47,2022-01-22T04:44:33
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-68.7,2022-01-23T12:31:05
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-01-23T16:17:09
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-01-26T08:55:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-01-29T23:12:00
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-70.51,2022-01-30T08:33:18
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-149.65,2022-01-31T19:17:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,salary,2225.76,2022-02-01T18:36:06
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,clothing,-149.84,2022-02-01T10:07:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-71.74,2022-02-02T17:40:03
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-02-02T20:42:42
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-02-03T13:55:47
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,rent,-719.15,2022-02-04T17:42:47
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-48.36,2022-02-04T09:47:46
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,internet,-42.0,2022-02-05T18:49:20
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,electricity,-32.98,2022-02-06T19:52:36
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gas,-77.43,2022-02-06T13:47:29
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,phone,-42.42,2022-02-07T20:29:10
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,water,-40.38,2022-02-08T16:07:34
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-63.7,2022-02-10T12:21:01
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-100.81,2022-02-13T10:03:59
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-64.85,2022-02-13T10:23:58
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-02-13T03:23:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-52.16,2022-02-14T15:43:34
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,healthcare,-68.63,2022-02-15T17:15:57
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-323.37,2022-02-15T13:35:58
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-38.34,2022-02-16T09:14:55
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,healthcare,-112.9,2022-02-16T11:42:10
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-02-17T19:29:02
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-02-19T18:19:04
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-331.82,2022-02-20T14:53:32
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-02-21T17:08:34
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-355.98,2022-02-21T09:54:44
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-58.75,2022-02-23T11:33:22
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,education,-71.85,2022-02-23T22:24:46
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-02-23T20:29:07
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-238.45,2022-02-23T19:23:41
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-314.08,2022-02-27T09:07:58
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,salary,2225.76,2022-03-01T18:01:06
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,rent,-719.15,2022-03-04T11:50:13
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-03-04T17:54:45
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,water,-37.59,2022-03-05T06:49:43
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gas,-92.55,2022-03-05T22:35:54
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,internet,-42.0,2022-03-06T10:04:46
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,phone,-33.57,2022-03-06T09:16:09
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,clothing,-95.73,2022-03-06T04:05:23
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,education,-71.98,2022-03-06T09:50:08
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-243.78,2022-03-06T18:12:09
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,electricity,-79.17,2022-03-08T17:06:46
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-23.14,2022-03-08T09:33:07
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-03-08T12:07:34
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-78.71,2022-03-11T14:30:52
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-36.45,2022-03-12T17:58:55
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,travel,-1032.63,2022-03-13T11:08:25
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,healthcare,-56.66,2022-03-14T13:37:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-03-14T06:03:57
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-132.86,2022-03-14T20:56:01
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-201.92,2022-03-15T09:52:47
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-113.37,2022-03-17T10:02:08
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-145.43,2022-03-17T04:49:54
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-03-19T07:03:25
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gifts,-707.21,2022-03-20T15:59:37
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-79.96,2022-03-24T17:27:45
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-30.51,2022-03-25T11:06:19
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-03-25T23:44:16
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-03-27T16:13:45
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-83.51,2022-03-30T19:24:11
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,salary,2225.76,2022-04-01T20:48:06
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,extra_income,386.29,2022-04-01T20:48:06
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-96.82,2022-04-01T08:31:43
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-65.48,2022-04-02T01:15:40
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,clothing,-151.16,2022-04-02T10:21:49
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,rent,-719.15,2022-04-04T21:45:35
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,healthcare,-185.51,2022-04-04T18:07:28
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gas,-46.7,2022-04-05T18:56:44
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-238.9,2022-04-05T08:27:49
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,water,-38.65,2022-04-06T18:53:25
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,phone,-40.04,2022-04-06T09:37:04
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,internet,-42.0,2022-04-07T10:14:02
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,electricity,-55.58,2022-04-08T18:19:40
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-19.23,2022-04-08T11:34:24
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-214.99,2022-04-08T17:51:44
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-133.26,2022-04-09T11:31:42
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-86.94,2022-04-10T20:56:59
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-50.63,2022-04-10T20:57:25
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-04-10T16:30:01
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-98.06,2022-04-11T17:40:13
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-68.38,2022-04-12T15:37:42
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-110.58,2022-04-14T03:35:50
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gifts,-838.24,2022-04-14T10:12:43
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-60.69,2022-04-17T20:19:25
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-45.5,2022-04-20T12:48:04
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-124.95,2022-04-21T19:09:35
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-53.19,2022-04-23T14:54:47
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-119.33,2022-04-25T08:41:36
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,clothing,-60.39,2022-04-25T12:52:29
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,clothing,-103.27,2022-04-27T15:12:17
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-45.41,2022-04-28T17:04:19
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,appliances,-112.36,2022-04-28T15:04:39
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-04-29T04:02:25
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-84.14,2022-04-30T08:45:59
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,salary,2225.76,2022-05-01T16:30:53
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-34.58,2022-05-02T18:32:23
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gifts,-75.28,2022-05-02T18:35:05
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-05-03T15:27:07
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-32.84,2022-05-03T13:13:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,rent,-719.15,2022-05-04T20:26:28
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,clothing,-129.54,2022-05-04T01:08:12
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-72.26,2022-05-05T00:13:06
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-05-05T22:17:38
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,internet,-42.0,2022-05-06T12:36:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,repairs,-61.97,2022-05-06T08:20:32
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,electricity,-25.95,2022-05-07T10:03:51
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,phone,-30.49,2022-05-07T14:31:26
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-20.32,2022-05-07T20:22:40
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-05-07T11:05:57
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,water,-27.49,2022-05-08T14:00:46
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,gas,-111.62,2022-05-08T12:51:55
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-51.65,2022-05-10T06:06:24
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-53.72,2022-05-12T21:18:21
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-05-12T11:47:22
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-42.72,2022-05-17T19:16:55
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-77.26,2022-05-18T15:42:03
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-22.29,2022-05-20T16:16:37
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-05-22T09:34:27
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-109.52,2022-05-24T21:18:44
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-62.94,2022-05-25T15:11:47
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-124.52,2022-05-27T15:31:21
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-63.4,2022-05-28T19:41:06
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,car,-269.89,2022-05-29T19:45:14
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,salary,2225.76,2022-06-01T10:18:41
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,salary_bonus,1607.5,2022-06-01T10:18:41
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-35.13,2022-06-01T13:20:39
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,clothing,-70.45,2022-06-01T18:34:46
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-06-01T08:17:55
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,taxes,-1568.04,2022-06-02T01:21:31
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,insurance,-410.64,2022-06-02T14:07:55
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,healthcare,-50.36,2022-06-02T04:06:59
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,rent,-719.15,2022-06-04T01:34:33
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,food,-75.95,2022-06-05T19:42:35
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,transport,-52.87,2022-06-05T08:05:26
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,leisure,-64.43,2022-06-05T11:10:28
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,cash,-100.0,2022-06-05T12:39:31
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,water,-30.76,2022-06-06T08:02:01
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,internet,-42.0,2022-06-06T13:15:17
buyer_1,Luis,,1996-08-10,96172264H,luis.@example.com,49922754,Bilbao,ES44209598441815575638,-59534.35000000002,travel,-972.03,2022-06-06T13:11:59
